"ISO3","Area","UN Region","EBRD Region","cpc_name1","Element","Unit","Year","value","Item","grouped"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1992,5073,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1993,10397,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1994,12390,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1995,13705,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1996,19459,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1997,9482,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1998,3441,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1999,4740,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2000,5453,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2001,5130,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2002,7365,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2003,7897,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2004,5812,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2005,7812,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2006,9446,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2007,6955,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2008,8148,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2009,12143,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2010,11309,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2011,15980,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2012,8452,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2013,4545,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2014,11022,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2015,9837,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2016,10736,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2017,5215,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2018,17695,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2019,10839,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2020,35120,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2021,25883,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2022,25064,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2023,16017,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1992,9073,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1993,20878,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1994,23209,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1995,24545,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1996,36683,NA,"yes"
"BWA","Botswana","Southern Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1997,14063,NA,"yes"
