"ISO3","Area","cpc_name1","Element","Unit","Year","value","Item","grouped"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1992,0,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1993,1239278,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1994,1221217,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1995,1544327,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1996,2134703,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1997,2184539,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1998,1646850,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1999,1931389,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2000,1858075,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2001,2190357,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2002,2057695,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2003,2201591,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2004,2339327,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2005,2975522,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2006,2908222,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2007,3033483,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2008,3208958,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2009,3809113,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2010,4239465,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2011,4423802,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2012,4686044,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2013,5174792,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2014,5615412,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2015,5993005,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2016,6143692,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2017,6621319,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2018,6562825,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2019,6880851,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2020,6948047,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2021,6859562,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2022,6984157,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2023,7047773,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1992,0,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1993,1590583,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1994,1575086,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1995,2000307,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1996,2696765,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1997,2721284,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1998,2114858,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1999,2423062,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2000,2325878,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2001,2784446,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2002,2642673,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2003,2818910,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2004,3002164,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2005,3755693,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2006,3719684,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2007,3906930,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2008,4106714,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2009,4913859,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2010,5377031,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2011,5556018,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2012,5922951,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2013,6544544,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2014,7080987,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2015,7562064,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2016,7727882,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2017,8225986,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2018,8151034,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2019,8667487,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2020,8700692,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2021,8580304,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2022,8756054,NA,"yes"
"ETH","Ethiopia","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2023,8851282,NA,"yes"
