"ISO3","Area","UN Region","EBRD Region","cpc_name1","Element","Unit","Year","value","Item","grouped"
"MMR","Myanmar","South-eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1992,5919310,NA,"yes"
"MMR","Myanmar","South-eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1993,6665109,NA,"yes"
"MMR","Myanmar","South-eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1994,7231075,NA,"yes"
"MMR","Myanmar","South-eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1995,7139806,NA,"yes"
"MMR","Myanmar","South-eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1996,7035868,NA,"yes"
"MMR","Myanmar","South-eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1997,6682825,NA,"yes"
"MMR","Myanmar","South-eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1998,6839614,NA,"yes"
"MMR","Myanmar","South-eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1999,8055648,NA,"yes"
"MMR","Myanmar","South-eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2000,8521757,NA,"yes"
"MMR","Myanmar","South-eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2001,8781432,NA,"yes"
"MMR","Myanmar","South-eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2002,8759961,NA,"yes"
"MMR","Myanmar","South-eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2003,9309309,NA,"yes"
"MMR","Myanmar","South-eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2004,9965146,NA,"yes"
"MMR","Myanmar","South-eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2005,11155970,NA,"yes"
"MMR","Myanmar","South-eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2006,12440141,NA,"yes"
"MMR","Myanmar","South-eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2007,12663367,NA,"yes"
"MMR","Myanmar","South-eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2008,13118302,NA,"yes"
"MMR","Myanmar","South-eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2009,13182301,NA,"yes"
"MMR","Myanmar","South-eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2010,13170477,NA,"yes"
"MMR","Myanmar","South-eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2011,11795926,NA,"yes"
"MMR","Myanmar","South-eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2012,10875781,NA,"yes"
"MMR","Myanmar","South-eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2013,10964429,NA,"yes"
"MMR","Myanmar","South-eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2014,11010911,NA,"yes"
"MMR","Myanmar","South-eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2015,10936610,NA,"yes"
"MMR","Myanmar","South-eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2016,10723337,NA,"yes"
"MMR","Myanmar","South-eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2017,10706345,NA,"yes"
"MMR","Myanmar","South-eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2018,11472333,NA,"yes"
"MMR","Myanmar","South-eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2019,10945266,NA,"yes"
"MMR","Myanmar","South-eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2020,10843639,NA,"yes"
"MMR","Myanmar","South-eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2021,11297205,NA,"yes"
