"ISO3","Area","cpc_name1","Element","Unit","Year","value","Item","grouped"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1992,474023,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1993,618859,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1994,779103,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1995,670349,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1996,768786,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1997,839063,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1998,913837,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1999,1102831,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2000,1122926,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2001,1176170,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2002,1227526,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2003,1245063,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2004,1088274,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2005,1355009,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2006,1318267,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2007,1293788,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2008,1524126,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2009,1650899,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2010,1586395,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2011,1496532,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2012,1703000,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2013,1721966,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2014,1740362,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2015,1867119,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2016,1811363,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2017,1751888,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2018,1951938,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2019,1811397,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2020,1898287,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2021,1984460,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2022,1966608,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2023,1860501,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1992,644303,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1993,880201,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1994,1014735,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1995,911427,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1996,1122707,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1997,1127896,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1998,1242199,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1999,1459569,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2000,1550180,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2001,1616552,NA,"yes"
"PER","Peru","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2002,1664242,NA,"yes"
