"ISO3","Area","cpc_name1","Element","Unit","Year","value","Item","grouped"
"THA","Thailand","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1992,8587844,NA,"yes"
"THA","Thailand","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1993,7937044,NA,"yes"
"THA","Thailand","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1994,9113146,NA,"yes"
"THA","Thailand","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1995,9498743,NA,"yes"
"THA","Thailand","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1996,9706125,NA,"yes"
"THA","Thailand","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1997,10037842,NA,"yes"
"THA","Thailand","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1998,9966563,NA,"yes"
"THA","Thailand","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1999,10360385,NA,"yes"
"THA","Thailand","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2000,11054796,NA,"yes"
"THA","Thailand","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2001,12337207,NA,"yes"
"THA","Thailand","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2002,11987682,NA,"yes"
"THA","Thailand","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2003,12574637,NA,"yes"
"THA","Thailand","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2004,12216875,NA,"yes"
"THA","Thailand","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2005,12868761,NA,"yes"
"THA","Thailand","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2006,12577966,NA,"yes"
"THA","Thailand","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2007,13571537,NA,"yes"
"THA","Thailand","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2008,13467338,NA,"yes"
"THA","Thailand","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2009,13693786,NA,"yes"
"THA","Thailand","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2010,15041092,NA,"yes"
"THA","Thailand","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2011,16001552,NA,"yes"
"THA","Thailand","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2012,16000157,NA,"yes"
"THA","Thailand","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2013,15465334,NA,"yes"
"THA","Thailand","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2014,13837436,NA,"yes"
"THA","Thailand","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2015,11907729,NA,"yes"
"THA","Thailand","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2016,13456491,NA,"yes"
"THA","Thailand","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2017,13954340,NA,"yes"
"THA","Thailand","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2018,13787158,NA,"yes"
"THA","Thailand","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2019,12225236,NA,"yes"
"THA","Thailand","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2020,13540586,NA,"yes"
"THA","Thailand","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2021,14000001,NA,"yes"
"THA","Thailand","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2022,14226333,NA,"yes"
"THA","Thailand","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2023,14060169,NA,"yes"
"THA","Thailand","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1992,5712926,NA,"yes"
"THA","Thailand","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1993,5271091,NA,"yes"
