"ISO3","Area","cpc_name1","Element","Unit","Year","value","Item","grouped"
"MLI","Mali","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1992,520584,NA,"yes"
"MLI","Mali","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1993,628240,NA,"yes"
"MLI","Mali","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1994,694786,NA,"yes"
"MLI","Mali","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1995,624403,NA,"yes"
"MLI","Mali","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1996,655608,NA,"yes"
"MLI","Mali","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1997,619949,NA,"yes"
"MLI","Mali","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1998,748122,NA,"yes"
"MLI","Mali","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1999,829465,NA,"yes"
"MLI","Mali","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2000,702600,NA,"yes"
"MLI","Mali","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2001,797204,NA,"yes"
"MLI","Mali","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2002,736278,NA,"yes"
"MLI","Mali","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2003,1012755,NA,"yes"
"MLI","Mali","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2004,826713,NA,"yes"
"MLI","Mali","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2005,1002501,NA,"yes"
"MLI","Mali","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2006,1081460,NA,"yes"
"MLI","Mali","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2007,1133706,NA,"yes"
"MLI","Mali","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2008,1456306,NA,"yes"
"MLI","Mali","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2009,1711477,NA,"yes"
"MLI","Mali","Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2010,1504665,NA,"yes"
