"ISO3","Area","UN Region","EBRD Region","cpc_name1","Element","Unit","Year","value","Item","grouped"
"BLR","Belarus","Eastern Europe",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1992,0,NA,"yes"
"BLR","Belarus","Eastern Europe",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1993,0,NA,"yes"
"BLR","Belarus","Eastern Europe",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1994,1290700,NA,"yes"
"BLR","Belarus","Eastern Europe",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1995,1203873,NA,"yes"
"BLR","Belarus","Eastern Europe",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1996,1215724,NA,"yes"
"BLR","Belarus","Eastern Europe",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1997,1303767,NA,"yes"
"BLR","Belarus","Eastern Europe",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1998,1005611,NA,"yes"
"BLR","Belarus","Eastern Europe",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1999,760068,NA,"yes"
"BLR","Belarus","Eastern Europe",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2000,1025953,NA,"yes"
"BLR","Belarus","Eastern Europe",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2001,1075026,NA,"yes"
"BLR","Belarus","Eastern Europe",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2002,1264694,NA,"yes"
"BLR","Belarus","Eastern Europe",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2003,1107924,NA,"yes"
"BLR","Belarus","Eastern Europe",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2004,1421303,NA,"yes"
"BLR","Belarus","Eastern Europe",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2005,1312680,NA,"yes"
"BLR","Belarus","Eastern Europe",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2006,1225220,NA,"yes"
"BLR","Belarus","Eastern Europe",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2007,1518645,NA,"yes"
"BLR","Belarus","Eastern Europe",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2008,1890182,NA,"yes"
"BLR","Belarus","Eastern Europe",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2009,1758857,NA,"yes"
"BLR","Belarus","Eastern Europe",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2010,1438038,NA,"yes"
"BLR","Belarus","Eastern Europe",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2011,1713688,NA,"yes"
"BLR","Belarus","Eastern Europe",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2012,1914852,NA,"yes"
"BLR","Belarus","Eastern Europe",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2013,1549759,NA,"yes"
"BLR","Belarus","Eastern Europe",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2014,1941760,NA,"yes"
"BLR","Belarus","Eastern Europe",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2015,1764500,NA,"yes"
"BLR","Belarus","Eastern Europe",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2016,1524643,NA,"yes"
"BLR","Belarus","Eastern Europe",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2017,1623953,NA,"yes"
"BLR","Belarus","Eastern Europe",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2018,1249636,NA,"yes"
"BLR","Belarus","Eastern Europe",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2019,1517442,NA,"yes"
"BLR","Belarus","Eastern Europe",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2020,1836294,NA,"yes"
"BLR","Belarus","Eastern Europe",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2021,1516344,NA,"yes"
"BLR","Belarus","Eastern Europe",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2022,1688508,NA,"yes"
"BLR","Belarus","Eastern Europe",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2023,1534960,NA,"yes"
"BLR","Belarus","Eastern Europe",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1992,0,NA,"yes"
"BLR","Belarus","Eastern Europe",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1993,0,NA,"yes"
