"ISO3","Area","UN Region","EBRD Region","cpc_name1","Element","Unit","Year","value","Item","grouped"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1992,2613153,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1993,2757324,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1994,2064466,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1995,1158688,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1996,805492,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1997,878575,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1998,1342046,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1999,1229546,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2000,921693,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2001,1184522,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2002,1276637,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2003,1327422,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2004,1366680,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2005,1440847,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2006,1427552,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2007,1154001,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2008,1500539,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2009,1351423,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2010,1383882,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2011,1429706,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2012,1601834,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2013,1610398,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2014,1562082,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2015,1283383,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2016,1494755,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2017,1439542,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2018,1262043,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2019,1694390,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2020,1353145,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2021,1363944,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2022,1315587,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2023,1230793,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1992,276506,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1993,128716,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1994,183086,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1995,138878,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1996,163185,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1997,262218,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1998,405015,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1999,469917,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2000,527939,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2001,633746,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2002,541777,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2003,578631,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2004,587955,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2005,590394,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2006,574941,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2007,551981,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2008,459030,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2009,471024,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2010,515711,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2011,530203,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2012,458946,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2013,544696,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2014,475553,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2015,508162,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2016,288436,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2017,197830,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2018,272028,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2019,288388,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2020,278012,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2021,284410,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2022,265247,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2023,248970,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Eggs of hens or other birds in shell, fresh","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1992,145534,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Eggs of hens or other birds in shell, fresh","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1993,126876,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Eggs of hens or other birds in shell, fresh","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1994,113193,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Eggs of hens or other birds in shell, fresh","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1995,94535,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Eggs of hens or other birds in shell, fresh","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1996,113193,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Eggs of hens or other birds in shell, fresh","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1997,87072,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Eggs of hens or other birds in shell, fresh","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1998,102620,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Eggs of hens or other birds in shell, fresh","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1999,118169,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Eggs of hens or other birds in shell, fresh","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2000,136827,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Eggs of hens or other birds in shell, fresh","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2001,149266,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Eggs of hens or other birds in shell, fresh","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2002,161705,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Eggs of hens or other birds in shell, fresh","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2003,167924,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Eggs of hens or other birds in shell, fresh","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2004,170412,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Eggs of hens or other birds in shell, fresh","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2005,161705,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Eggs of hens or other birds in shell, fresh","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2006,136827,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Eggs of hens or other birds in shell, fresh","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2007,128120,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Eggs of hens or other birds in shell, fresh","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2008,133096,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Eggs of hens or other birds in shell, fresh","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2009,129364,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Eggs of hens or other birds in shell, fresh","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2010,141803,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Eggs of hens or other birds in shell, fresh","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2011,149266,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Eggs of hens or other birds in shell, fresh","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2012,155486,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Eggs of hens or other birds in shell, fresh","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2013,155486,NA,"yes"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Eggs of hens or other birds in shell, fresh","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2014,161705,NA,"yes"
