"ISO3","Area","cpc_name1","Element","Unit","Year","value","Item","grouped"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1992,7520127,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1993,7774211,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1994,7725717,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1995,7957533,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1996,7767903,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1997,7461633,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1998,8915504,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1999,6867713,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2000,6146136,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2001,6915257,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2002,9351553,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2003,9820954,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2004,9999788,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2005,10092809,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2006,10239456,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2007,10895001,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2008,5944497,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2009,8210539,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2010,8982556,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2011,6860515,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2012,7425083,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2013,7728943,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2014,8109285,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2015,8379088,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2016,10336473,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2017,9328520,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2018,9597959,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2019,11208607,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2020,11361273,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2021,8850404,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2022,9933863,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",2023,10236926,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (current thousand US$)","1000 USD",1992,4621468,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (current thousand US$)","1000 USD",1993,4679138,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (current thousand US$)","1000 USD",1994,4283522,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (current thousand US$)","1000 USD",1995,4815100,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (current thousand US$)","1000 USD",1996,3824802,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (current thousand US$)","1000 USD",1997,3239184,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (current thousand US$)","1000 USD",1998,4723388,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (current thousand US$)","1000 USD",1999,3710071,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (current thousand US$)","1000 USD",2000,2329271,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (current thousand US$)","1000 USD",2001,2857259,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (current thousand US$)","1000 USD",2002,4208491,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (current thousand US$)","1000 USD",2003,4206360,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (current thousand US$)","1000 USD",2004,4839313,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (current thousand US$)","1000 USD",2005,4866148,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (current thousand US$)","1000 USD",2006,6796587,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (current thousand US$)","1000 USD",2007,6230072,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (current thousand US$)","1000 USD",2008,5451184,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (current thousand US$)","1000 USD",2009,6076019,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (current thousand US$)","1000 USD",2010,6829688,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (current thousand US$)","1000 USD",2011,6094015,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (current thousand US$)","1000 USD",2012,7548379,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (current thousand US$)","1000 USD",2013,8762974,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (current thousand US$)","1000 USD",2014,8123675,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (current thousand US$)","1000 USD",2015,8079988,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (current thousand US$)","1000 USD",2016,10725205,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (current thousand US$)","1000 USD",2017,9783892,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (current thousand US$)","1000 USD",2018,5422933,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (current thousand US$)","1000 USD",2019,6815866,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (current thousand US$)","1000 USD",2020,7115853,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (current thousand US$)","1000 USD",2021,6971506,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (current thousand US$)","1000 USD",2022,11297038,NA,"yes"
"IRN","Iran (Islamic Republic of)","Cereals","Gross Production Value (current thousand US$)","1000 USD",2023,9251725,NA,"yes"
"IRN","Iran (Islamic Republic of)","Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1992,575494,NA,"yes"
"IRN","Iran (Islamic Republic of)","Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1993,684640,NA,"yes"
"IRN","Iran (Islamic Republic of)","Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1994,676764,NA,"yes"
"IRN","Iran (Islamic Republic of)","Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1995,653231,NA,"yes"
"IRN","Iran (Islamic Republic of)","Edible roots and tubers with high starch or inulin content","Gross Production Value (constant 2014-2016 thousand US$)","1000 USD",1996,667215,NA,"yes"
