"ISO3","Area","UN Region","EBRD Region","cpc_name1","Element","Unit","Year","value","Item","grouped"
"MRT","Mauritania","Western Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1992,32049,NA,"yes"
"MRT","Mauritania","Western Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1993,48142,NA,"yes"
"MRT","Mauritania","Western Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1994,53331,NA,"yes"
"MRT","Mauritania","Western Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1995,57931,NA,"yes"
"MRT","Mauritania","Western Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1996,62897,NA,"yes"
"MRT","Mauritania","Western Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1997,47509,NA,"yes"
"MRT","Mauritania","Western Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1998,58925,NA,"yes"
"MRT","Mauritania","Western Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1999,57572,NA,"yes"
"MRT","Mauritania","Western Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2000,52358,NA,"yes"
"MRT","Mauritania","Western Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2001,37460,NA,"yes"
"MRT","Mauritania","Western Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2002,37914,NA,"yes"
"MRT","Mauritania","Western Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2003,53125,NA,"yes"
"MRT","Mauritania","Western Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2004,39820,NA,"yes"
"MRT","Mauritania","Western Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2005,49771,NA,"yes"
"MRT","Mauritania","Western Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2006,48736,NA,"yes"
"MRT","Mauritania","Western Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2007,53800,NA,"yes"
"MRT","Mauritania","Western Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2008,55472,NA,"yes"
"MRT","Mauritania","Western Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2009,46893,NA,"yes"
"MRT","Mauritania","Western Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2010,83832,NA,"yes"
"MRT","Mauritania","Western Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2011,70605,NA,"yes"
"MRT","Mauritania","Western Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2012,106699,NA,"yes"
"MRT","Mauritania","Western Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2013,103259,NA,"yes"
"MRT","Mauritania","Western Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2014,132114,NA,"yes"
"MRT","Mauritania","Western Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2015,107602,NA,"yes"
"MRT","Mauritania","Western Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2016,103263,NA,"yes"
"MRT","Mauritania","Western Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2017,133845,NA,"yes"
"MRT","Mauritania","Western Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2018,150418,NA,"yes"
"MRT","Mauritania","Western Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2019,121084,NA,"yes"
"MRT","Mauritania","Western Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2020,140066,NA,"yes"
"MRT","Mauritania","Western Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2021,183266,NA,"yes"
"MRT","Mauritania","Western Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2022,190053,NA,"yes"
"MRT","Mauritania","Western Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2023,202541,NA,"yes"
