"ISO3","Area","UN Region","EBRD Region","cpc_name1","Element","Unit","Year","value","Item","grouped"
"COG","Congo","Middle Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1992,1576,NA,"yes"
"COG","Congo","Middle Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1993,2213,NA,"yes"
"COG","Congo","Middle Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1994,2272,NA,"yes"
"COG","Congo","Middle Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1995,2629,NA,"yes"
"COG","Congo","Middle Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1996,2746,NA,"yes"
"COG","Congo","Middle Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1997,2768,NA,"yes"
"COG","Congo","Middle Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1998,2951,NA,"yes"
"COG","Congo","Middle Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",1999,2346,NA,"yes"
"COG","Congo","Middle Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2000,2399,NA,"yes"
"COG","Congo","Middle Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2001,4862,NA,"yes"
"COG","Congo","Middle Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2002,5201,NA,"yes"
"COG","Congo","Middle Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2003,5857,NA,"yes"
"COG","Congo","Middle Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2004,5783,NA,"yes"
"COG","Congo","Middle Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2005,5785,NA,"yes"
"COG","Congo","Middle Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2006,5658,NA,"yes"
"COG","Congo","Middle Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2007,5535,NA,"yes"
"COG","Congo","Middle Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2008,6000,NA,"yes"
"COG","Congo","Middle Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2009,6275,NA,"yes"
"COG","Congo","Middle Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2010,6513,NA,"yes"
"COG","Congo","Middle Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2011,6607,NA,"yes"
"COG","Congo","Middle Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2012,6966,NA,"yes"
"COG","Congo","Middle Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2013,7435,NA,"yes"
"COG","Congo","Middle Africa",NA,"Cereals","Gross Production Value (constant 2014-2016 thousand I$)","1000 Int$",2014,7281,NA,"yes"
