"ISO3","Area","Country Group","cpc_name1","Element","Unit","Year","value","Item","grouped"
"CHE","Switzerland","Western Europe","Animal fats","Production","t",1992,51937.65,NA,"yes"
"CHE","Switzerland","Western Europe","Animal fats","Production","t",1993,50900.15,NA,"yes"
"CHE","Switzerland","Western Europe","Animal fats","Production","t",1994,47794.73,NA,"yes"
"CHE","Switzerland","Western Europe","Animal fats","Production","t",1995,47472.01,NA,"yes"
"CHE","Switzerland","Western Europe","Animal fats","Production","t",1996,46413.28,NA,"yes"
"CHE","Switzerland","Western Europe","Animal fats","Production","t",1997,44723.17,NA,"yes"
"CHE","Switzerland","Western Europe","Animal fats","Production","t",1998,45082.51,NA,"yes"
"CHE","Switzerland","Western Europe","Animal fats","Production","t",1999,44686.62,NA,"yes"
"CHE","Switzerland","Western Europe","Animal fats","Production","t",2000,41574.24,NA,"yes"
"CHE","Switzerland","Western Europe","Animal fats","Production","t",2001,43130.5,NA,"yes"
"CHE","Switzerland","Western Europe","Animal fats","Production","t",2002,43485.66,NA,"yes"
"CHE","Switzerland","Western Europe","Animal fats","Production","t",2003,42640.619999999995,NA,"yes"
"CHE","Switzerland","Western Europe","Animal fats","Production","t",2004,41677.63,NA,"yes"
"CHE","Switzerland","Western Europe","Animal fats","Production","t",2005,41486.87,NA,"yes"
"CHE","Switzerland","Western Europe","Animal fats","Production","t",2006,42068.6,NA,"yes"
"CHE","Switzerland","Western Europe","Animal fats","Production","t",2007,41599.47,NA,"yes"
"CHE","Switzerland","Western Europe","Animal fats","Production","t",2008,41362.17,NA,"yes"
"CHE","Switzerland","Western Europe","Animal fats","Production","t",2009,42674.380000000005,NA,"yes"
"CHE","Switzerland","Western Europe","Animal fats","Production","t",2010,43693.86,NA,"yes"
"CHE","Switzerland","Western Europe","Animal fats","Production","t",2011,43757.06,NA,"yes"
"CHE","Switzerland","Western Europe","Animal fats","Production","t",2012,44257.29,NA,"yes"
"CHE","Switzerland","Western Europe","Animal fats","Production","t",2013,42856.1,NA,"yes"
"CHE","Switzerland","Western Europe","Animal fats","Production","t",2014,43041.340000000004,NA,"yes"
"CHE","Switzerland","Western Europe","Animal fats","Production","t",2015,43720.9,NA,"yes"
"CHE","Switzerland","Western Europe","Animal fats","Production","t",2016,43909.42,NA,"yes"
"CHE","Switzerland","Western Europe","Animal fats","Production","t",2017,43220.28,NA,"yes"
"CHE","Switzerland","Western Europe","Animal fats","Production","t",2018,43637.96,NA,"yes"
"CHE","Switzerland","Western Europe","Animal fats","Production","t",2019,44288.86,NA,"yes"
"CHE","Switzerland","Western Europe","Animal fats","Production","t",2020,44532.26,NA,"yes"
"CHE","Switzerland","Western Europe","Animal fats","Production","t",2021,44963.4,NA,"yes"
"CHE","Switzerland","Western Europe","Animal fats","Production","t",2022,44793.590000000004,NA,"yes"
"CHE","Switzerland","Western Europe","Animal fats","Production","t",2023,24572.4,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Area harvested","ha",1992,201240,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Area harvested","ha",1993,201800,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Area harvested","ha",1994,208990,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Area harvested","ha",1995,205248,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Area harvested","ha",1996,196438,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Area harvested","ha",1997,186373,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Area harvested","ha",1998,186867,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Area harvested","ha",1999,182256,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Area harvested","ha",2000,182671,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Area harvested","ha",2001,179576,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Area harvested","ha",2002,173482,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Area harvested","ha",2003,166558,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Area harvested","ha",2004,161753,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Area harvested","ha",2005,167689,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Area harvested","ha",2006,164346,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Area harvested","ha",2007,157777,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Area harvested","ha",2008,156315,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Area harvested","ha",2009,152956,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Area harvested","ha",2010,151628,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Area harvested","ha",2011,145386,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Area harvested","ha",2012,147041,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Area harvested","ha",2013,145871,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Area harvested","ha",2014,141145,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Area harvested","ha",2015,141474,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Area harvested","ha",2016,144314,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Area harvested","ha",2017,143615,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Area harvested","ha",2018,141355,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Area harvested","ha",2019,141771,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Area harvested","ha",2020,144884,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Area harvested","ha",2021,142099,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Area harvested","ha",2022,142254,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Area harvested","ha",2023,141864,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Production","t",1992,1182772,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Production","t",1993,1252968,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Production","t",1994,1213740,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Production","t",1995,1245612,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Production","t",1996,1317471,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Production","t",1997,1194083,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Production","t",1998,1240975,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Production","t",1999,1028481,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Production","t",2000,1169500,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Production","t",2001,1079600,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Production","t",2002,1087700,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Production","t",2003,847200,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Production","t",2004,1089000,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Production","t",2005,1056500,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Production","t",2006,1013200,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Production","t",2007,1012697,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Production","t",2008,1002471,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Production","t",2009,1006184,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Production","t",2010,924003,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Production","t",2011,999472.67,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Production","t",2012,950518.46,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Production","t",2013,867293.65,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Production","t",2014,994310.67,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Production","t",2015,909943.14,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Production","t",2016,743880,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Production","t",2017,976614,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Production","t",2018,895098,NA,"yes"
"CHE","Switzerland","Western Europe","Cereals","Production","t",2019,932966,NA,"yes"
