"ISO3","Area","Country Group","UN Region","EBRD Region","cpc_name1","Element","Unit","Year","value","Item","grouped"
NA,"World",NA,NA,NA,"Vegetables","Production","t",2014,21694659.42,"Other beans, green","no"
NA,"World",NA,NA,NA,"Vegetables","Production","t",2015,23873007.96,"Other beans, green","no"
NA,"World",NA,NA,NA,"Vegetables","Production","t",2016,22358961.74,"Other beans, green","no"
NA,"World",NA,NA,NA,"Vegetables","Production","t",2017,22918768.59,"Other beans, green","no"
NA,"World",NA,NA,NA,"Vegetables","Production","t",2018,23421089.18,"Other beans, green","no"
NA,"World",NA,NA,NA,"Vegetables","Production","t",2019,23693323.41,"Other beans, green","no"
NA,"World",NA,NA,NA,"Vegetables","Production","t",2020,23461104.29,"Other beans, green","no"
NA,"World",NA,NA,NA,"Vegetables","Production","t",2021,23672992.54,"Other beans, green","no"
NA,"World",NA,NA,NA,"Vegetables","Production","t",2022,23577635.57,"Other beans, green","no"
NA,"World",NA,NA,NA,"Vegetables","Production","t",2023,23475187.76,"Other beans, green","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",1992,66643,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",1993,71145,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",1994,74558,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",1995,75493,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",1996,74403,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",1997,72938,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",1998,75357,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",1999,76645,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2000,78630,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2001,82258,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2002,84329,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2003,93934,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2004,93161,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2005,97614,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2006,100804,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2007,102984,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2008,105624,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2009,104486,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2010,113311,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2011,115313,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2012,117748,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2013,119409,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2014,121311,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2015,120544,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2016,133817,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2017,152509,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2018,142153,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2019,149313,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2020,152693,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2021,146906,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2022,148129,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2023,150830,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",1992,7713.8,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",1993,7158.9,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",1994,6961.4,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",1995,6875.1,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",1996,6727.2,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",1997,6773.5,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",1998,6458.7,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",1999,6434.9,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2000,6702.1,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2001,6695.5,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2002,6569.5,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2003,6921.1,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2004,6864.9,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2005,7061.6,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2006,6844.3,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2007,7076.3,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2008,7680.2,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2009,7622.3,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2010,6627.9,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2011,7141.8,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2012,7104,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2013,6931.5,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2014,6854.7,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2015,6426.1,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2016,7014.2,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2017,6549,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2018,7193.3,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2019,7022.3,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2020,6644.7,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2021,7010.6,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2022,7047.9,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2023,6909.3,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Production","t",1992,514072.9,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Production","t",1993,509321.53,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Production","t",1994,519025.84,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Production","t",1995,519023.28,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Production","t",1996,500521.75,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Production","t",1997,494041.59,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Production","t",1998,486703.56,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Production","t",1999,493205.87,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Production","t",2000,526985.17,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Production","t",2001,550762.06,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Production","t",2002,553999.58,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Production","t",2003,650131.23,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Production","t",2004,639542.05,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Production","t",2005,689313.47,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Production","t",2006,689938.65,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Production","t",2007,728745.58,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Production","t",2008,811211.46,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Production","t",2009,796425,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Production","t",2010,751016.9,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Production","t",2011,823551.13,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Production","t",2012,836475.51,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Production","t",2013,827688.36,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Production","t",2014,831546.37,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Production","t",2015,774625.39,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Production","t",2016,938624.57,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Production","t",2017,998780.06,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Production","t",2018,1022545.01,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Production","t",2019,1048519.66,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Production","t",2020,1014604.06,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Production","t",2021,1029895.75,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Production","t",2022,1043990.14,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Production","t",2023,1042134.58,"Other berries and fruits of the genus vaccinium n.e.c.","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","1000 An",1992,47875,"Other birds","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","1000 An",1993,49682,"Other birds","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","1000 An",1994,54145,"Other birds","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","1000 An",1995,57909,"Other birds","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","1000 An",1996,56031,"Other birds","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","1000 An",1997,57495,"Other birds","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","1000 An",1998,32514,"Other birds","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","1000 An",1999,32704,"Other birds","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","1000 An",2000,32797,"Other birds","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","1000 An",2001,32262,"Other birds","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","1000 An",2002,32554,"Other birds","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","1000 An",2003,32794,"Other birds","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","1000 An",2004,32467,"Other birds","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","1000 An",2005,31961,"Other birds","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","1000 An",2006,32377,"Other birds","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","1000 An",2007,32397,"Other birds","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","1000 An",2008,32402,"Other birds","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","1000 An",2009,32076,"Other birds","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","1000 An",2010,31994,"Other birds","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","1000 An",2011,31872,"Other birds","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","1000 An",2012,31926,"Other birds","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","1000 An",2013,31900,"Other birds","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","1000 An",2014,31800,"Other birds","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","1000 An",2015,30758,"Other birds","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","1000 An",2016,30940,"Other birds","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","1000 An",2017,29671,"Other birds","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","1000 An",2018,26081,"Other birds","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","1000 An",2019,26093,"Other birds","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","1000 An",2020,25706,"Other birds","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","1000 An",2021,24852,"Other birds","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","1000 An",2022,24242,"Other birds","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","1000 An",2023,23449,"Other birds","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","An",1992,5417210,"Other camelids","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","An",1993,5423215,"Other camelids","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","An",1994,5524184,"Other camelids","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","An",1995,5621707,"Other camelids","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","An",1996,5624890,"Other camelids","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","An",1997,5645742,"Other camelids","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","An",1998,5657371,"Other camelids","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","An",1999,6096912,"Other camelids","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","An",2000,6241029,"Other camelids","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","An",2001,6245494,"Other camelids","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","An",2002,6541385,"Other camelids","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","An",2003,6639860,"Other camelids","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","An",2004,6724764,"Other camelids","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","An",2005,7252177,"Other camelids","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","An",2006,7327884,"Other camelids","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","An",2007,7468220,"Other camelids","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","An",2008,7550043,"Other camelids","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","An",2009,8186207,"Other camelids","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","An",2010,8072090,"Other camelids","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","An",2011,8626757,"Other camelids","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","An",2012,8278679,"Other camelids","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","An",2013,8476473,"Other camelids","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","An",2014,8821850,"Other camelids","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","An",2015,8707413,"Other camelids","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","An",2016,8586310,"Other camelids","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","An",2017,8493296,"Other camelids","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","An",2018,8513894,"Other camelids","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","An",2019,8591196,"Other camelids","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","An",2020,8587345,"Other camelids","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","An",2021,8631322,"Other camelids","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","An",2022,8667938,"Other camelids","no"
NA,"World",NA,NA,NA,"Live animals","Stocks","An",2023,8660734,"Other camelids","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",1992,913335,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",1993,945411,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",1994,897294,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",1995,902461,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",1996,922881,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",1997,957931,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",1998,976798,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",1999,1038990,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2000,1041459,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2001,1044493,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2002,1055432,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2003,1074239,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2004,1084644,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2005,1096126,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2006,1098598,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2007,1253057,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2008,1188915,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2009,1313484,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2010,1335009,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2011,1309578,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2012,1356975,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2013,1366163,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2014,1382523,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2015,1395430,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2016,1455401,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2017,1482571,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2018,1485164,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2019,1502498,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2020,1450553,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2021,1435820,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2022,1459963,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Area harvested","ha",2023,1457547,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",1992,5276.6,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",1993,5485.4,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",1994,5536.1,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",1995,5645.1,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",1996,5736,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",1997,6031.2,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",1998,6132.9,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",1999,6739.5,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2000,6614.5,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2001,6858.1,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2002,6748.9,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2003,6716.6,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2004,6871.4,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2005,6874.2,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2006,6832.3,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2007,8583.2,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2008,8974.3,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2009,9145.8,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2010,9141.8,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2011,8493.5,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2012,9269.6,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2013,9125.5,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2014,9247.3,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2015,9376.4,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2016,9467.6,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2017,9454.5,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2018,9580.7,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2019,9349.6,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2020,9342.9,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2021,9202.1,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2022,9194.7,"Other citrus fruit, n.e.c.","no"
NA,"World",NA,NA,NA,"Fruits and nuts","Yield","kg/ha",2023,9198.5,"Other citrus fruit, n.e.c.","no"
