"ISO3","Area","cpc_name1","Element","Unit","Year","value","Item","grouped"
"ARG","Argentina","Animal fats","Production","t",1992,423023.74,NA,"yes"
"ARG","Argentina","Animal fats","Production","t",1993,449501.88,NA,"yes"
"ARG","Argentina","Animal fats","Production","t",1994,450221.05,NA,"yes"
"ARG","Argentina","Animal fats","Production","t",1995,435154.73,NA,"yes"
"ARG","Argentina","Animal fats","Production","t",1996,425586.89,NA,"yes"
"ARG","Argentina","Animal fats","Production","t",1997,441048.5,NA,"yes"
"ARG","Argentina","Animal fats","Production","t",1998,417453.29000000004,NA,"yes"
"ARG","Argentina","Animal fats","Production","t",1999,459163.55,NA,"yes"
"ARG","Argentina","Animal fats","Production","t",2000,459708.58,NA,"yes"
"ARG","Argentina","Animal fats","Production","t",2001,418587.55,NA,"yes"
"ARG","Argentina","Animal fats","Production","t",2002,409513.57,NA,"yes"
"ARG","Argentina","Animal fats","Production","t",2003,427564.25,NA,"yes"
"ARG","Argentina","Animal fats","Production","t",2004,486290.51,NA,"yes"
"ARG","Argentina","Animal fats","Production","t",2005,508872.03,NA,"yes"
"ARG","Argentina","Animal fats","Production","t",2006,513408.77,NA,"yes"
"ARG","Argentina","Animal fats","Production","t",2007,549525.18,NA,"yes"
"ARG","Argentina","Animal fats","Production","t",2008,534558.63,NA,"yes"
"ARG","Argentina","Animal fats","Production","t",2009,572858.27,NA,"yes"
"ARG","Argentina","Animal fats","Production","t",2010,469054.07,NA,"yes"
"ARG","Argentina","Animal fats","Production","t",2011,456541.73000000004,NA,"yes"
"ARG","Argentina","Animal fats","Production","t",2012,476725.78,NA,"yes"
"ARG","Argentina","Animal fats","Production","t",2013,534243.79,NA,"yes"
"ARG","Argentina","Animal fats","Production","t",2014,522884.55,NA,"yes"
"ARG","Argentina","Animal fats","Production","t",2015,543174.27,NA,"yes"
"ARG","Argentina","Animal fats","Production","t",2016,545100.84,NA,"yes"
"ARG","Argentina","Animal fats","Production","t",2017,587848.81,NA,"yes"
"ARG","Argentina","Animal fats","Production","t",2018,636017.25,NA,"yes"
"ARG","Argentina","Animal fats","Production","t",2019,682348.58,NA,"yes"
"ARG","Argentina","Animal fats","Production","t",2020,696506.32,NA,"yes"
"ARG","Argentina","Animal fats","Production","t",2021,684325.89,NA,"yes"
"ARG","Argentina","Animal fats","Production","t",2022,717374.33,NA,"yes"
"ARG","Argentina","Animal fats","Production","t",2023,397175.36,NA,"yes"
"ARG","Argentina","Cereals","Area harvested","ha",1992,8748790,NA,"yes"
"ARG","Argentina","Cereals","Area harvested","ha",1993,8370535,NA,"yes"
"ARG","Argentina","Cereals","Area harvested","ha",1994,8619890,NA,"yes"
"ARG","Argentina","Cereals","Area harvested","ha",1995,9061870,NA,"yes"
"ARG","Argentina","Cereals","Area harvested","ha",1996,8872500,NA,"yes"
"ARG","Argentina","Cereals","Area harvested","ha",1997,12189268,NA,"yes"
"ARG","Argentina","Cereals","Area harvested","ha",1998,10603135,NA,"yes"
"ARG","Argentina","Cereals","Area harvested","ha",1999,9574275,NA,"yes"
"ARG","Argentina","Cereals","Area harvested","ha",2000,10972298,NA,"yes"
"ARG","Argentina","Cereals","Area harvested","ha",2001,10785378,NA,"yes"
"ARG","Argentina","Cereals","Area harvested","ha",2002,10702110,NA,"yes"
"ARG","Argentina","Cereals","Area harvested","ha",2003,9814395,NA,"yes"
"ARG","Argentina","Cereals","Area harvested","ha",2004,9345371,NA,"yes"
"ARG","Argentina","Cereals","Area harvested","ha",2005,10291886,NA,"yes"
"ARG","Argentina","Cereals","Area harvested","ha",2006,8701693,NA,"yes"
"ARG","Argentina","Cereals","Area harvested","ha",2007,9796747,NA,"yes"
"ARG","Argentina","Cereals","Area harvested","ha",2008,10921189,NA,"yes"
"ARG","Argentina","Cereals","Area harvested","ha",2009,8046915,NA,"yes"
"ARG","Argentina","Cereals","Area harvested","ha",2010,8155785,NA,"yes"
"ARG","Argentina","Cereals","Area harvested","ha",2011,11077808,NA,"yes"
"ARG","Argentina","Cereals","Area harvested","ha",2012,11380945,NA,"yes"
"ARG","Argentina","Cereals","Area harvested","ha",2013,10581024,NA,"yes"
"ARG","Argentina","Cereals","Area harvested","ha",2014,10522262,NA,"yes"
"ARG","Argentina","Cereals","Area harvested","ha",2015,11713405,NA,"yes"
"ARG","Argentina","Cereals","Area harvested","ha",2016,11751642,NA,"yes"
"ARG","Argentina","Cereals","Area harvested","ha",2017,14135508,NA,"yes"
"ARG","Argentina","Cereals","Area harvested","ha",2018,15112335,NA,"yes"
"ARG","Argentina","Cereals","Area harvested","ha",2019,15273622,NA,"yes"
"ARG","Argentina","Cereals","Area harvested","ha",2020,16595140,NA,"yes"
"ARG","Argentina","Cereals","Area harvested","ha",2021,16886801,NA,"yes"
"ARG","Argentina","Cereals","Area harvested","ha",2022,18063981,NA,"yes"
"ARG","Argentina","Cereals","Area harvested","ha",2023,16293288,NA,"yes"
"ARG","Argentina","Cereals","Production","t",1992,25622020,NA,"yes"
"ARG","Argentina","Cereals","Production","t",1993,25568081,NA,"yes"
"ARG","Argentina","Cereals","Production","t",1994,23789591,NA,"yes"
"ARG","Argentina","Cereals","Production","t",1995,26281514,NA,"yes"
"ARG","Argentina","Cereals","Production","t",1996,24089764,NA,"yes"
"ARG","Argentina","Cereals","Production","t",1997,36698490,NA,"yes"
"ARG","Argentina","Cereals","Production","t",1998,40418872,NA,"yes"
"ARG","Argentina","Cereals","Production","t",1999,31936418,NA,"yes"
"ARG","Argentina","Cereals","Production","t",2000,37983923,NA,"yes"
"ARG","Argentina","Cereals","Production","t",2001,36655385,NA,"yes"
"ARG","Argentina","Cereals","Production","t",2002,35057269,NA,"yes"
"ARG","Argentina","Cereals","Production","t",2003,32473165,NA,"yes"
"ARG","Argentina","Cereals","Production","t",2004,34193141,NA,"yes"
"ARG","Argentina","Cereals","Production","t",2005,41947408,NA,"yes"
"ARG","Argentina","Cereals","Production","t",2006,32262738,NA,"yes"
"ARG","Argentina","Cereals","Production","t",2007,42067213,NA,"yes"
"ARG","Argentina","Cereals","Production","t",2008,44956952,NA,"yes"
"ARG","Argentina","Cereals","Production","t",2009,26147049,NA,"yes"
"ARG","Argentina","Cereals","Production","t",2010,39769212,NA,"yes"
"ARG","Argentina","Cereals","Production","t",2011,50916576,NA,"yes"
