"ISO3","Area","Country Group","cpc_name1","Element","Unit","Year","value","Item","grouped"
"KOR","Republic of Korea","Eastern Asia","Animal fats","Production","t",1992,58875.479999999996,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Animal fats","Production","t",1993,61478.03,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Animal fats","Production","t",1994,63023.16,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Animal fats","Production","t",1995,64235.09,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Animal fats","Production","t",1996,71422.40000000001,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Animal fats","Production","t",1997,76165.36,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Animal fats","Production","t",1998,80828.31999999999,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Animal fats","Production","t",1999,83131.5,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Animal fats","Production","t",2000,76019.41,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Animal fats","Production","t",2001,73449.6,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Animal fats","Production","t",2002,77684.03,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Animal fats","Production","t",2003,86361.73,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Animal fats","Production","t",2004,73487.38,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Animal fats","Production","t",2005,69825.84,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Animal fats","Production","t",2006,76841.98000000001,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Animal fats","Production","t",2007,80600.73,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Animal fats","Production","t",2008,82697.25,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Animal fats","Production","t",2009,84798.51999999999,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Animal fats","Production","t",2010,86387.9,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Animal fats","Production","t",2011,69457.55,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Animal fats","Production","t",2012,87749.2,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Animal fats","Production","t",2013,100432.45999999999,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Animal fats","Production","t",2014,96509.35,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Animal fats","Production","t",2015,97113.20999999999,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Animal fats","Production","t",2016,98325.15999999999,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Animal fats","Production","t",2017,99446.64,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Animal fats","Production","t",2018,102657.21,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Animal fats","Production","t",2019,105343.61,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Animal fats","Production","t",2020,108220.27,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Animal fats","Production","t",2021,109087.84000000001,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Animal fats","Production","t",2022,111092.04000000001,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Animal fats","Production","t",2023,112861.59000000001,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Area harvested","ha",1992,1293007,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Area harvested","ha",1993,1280481,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Area harvested","ha",1994,1219068,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Area harvested","ha",1995,1173787,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Area harvested","ha",1996,1172121,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Area harvested","ha",1997,1152191,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Area harvested","ha",1998,1172432,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Area harvested","ha",1999,1171311,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Area harvested","ha",2000,1165478,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Area harvested","ha",2001,1198104,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Area harvested","ha",2002,1161751,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Area harvested","ha",2003,1105973,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Area harvested","ha",2004,1091445,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Area harvested","ha",2005,1066572,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Area harvested","ha",2006,1038286,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Area harvested","ha",2007,1033147,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Area harvested","ha",2008,1018461,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Area harvested","ha",2009,1001837,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Area harvested","ha",2010,970738,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Area harvested","ha",2011,925794,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Area harvested","ha",2012,913384,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Area harvested","ha",2013,896782,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Area harvested","ha",2014,884327,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Area harvested","ha",2015,876942,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Area harvested","ha",2016,858433,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Area harvested","ha",2017,821733,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Area harvested","ha",2018,820123,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Area harvested","ha",2019,806495,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Area harvested","ha",2020,796156,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Area harvested","ha",2021,797383,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Area harvested","ha",2022,789402,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Area harvested","ha",2023,776098,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Production","t",1992,7677307,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Production","t",1993,6814911,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Production","t",1994,7158465,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Production","t",1995,6767246,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Production","t",1996,7505223,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Production","t",1997,7607782,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Production","t",1998,7070638,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Production","t",1999,7395754,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Production","t",2000,7435175,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Production","t",2001,7746435,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Production","t",2002,6990361,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Production","t",2003,6400167,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Production","t",2004,7014673,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Production","t",2005,6721823,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Production","t",2006,6541077,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Production","t",2007,6235335,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Production","t",2008,6752447,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Production","t",2009,6757669.49,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Production","t",2010,6020702.01,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Production","t",2011,5825775.76,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Production","t",2012,5604303.89,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Production","t",2013,5810450.67,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Production","t",2014,5852499.2,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Production","t",2015,5976258.87,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Production","t",2016,5831045.81,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Production","t",2017,5487987.71,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Production","t",2018,5418712.13,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Production","t",2019,5272979.18,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Production","t",2020,4945435.62,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Production","t",2021,5443029.25,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Production","t",2022,5219697.62,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Production","t",2023,5134022.24,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Yield","kg/ha",1992,23387.8,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Yield","kg/ha",1993,21528,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Yield","kg/ha",1994,22492.1,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Yield","kg/ha",1995,23467.9,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Yield","kg/ha",1996,23345.3,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Yield","kg/ha",1997,25266.1,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Yield","kg/ha",1998,22346.1,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Yield","kg/ha",1999,23163.1,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Yield","kg/ha",2000,22189.1,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Yield","kg/ha",2001,23624.8,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Yield","kg/ha",2002,23908.7,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Yield","kg/ha",2003,22818,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Yield","kg/ha",2004,22079.7,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Yield","kg/ha",2005,22668.4,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Yield","kg/ha",2006,23143.2,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Yield","kg/ha",2007,23572.2,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Yield","kg/ha",2008,24527.4,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Yield","kg/ha",2009,25959.2,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Yield","kg/ha",2010,23419.5,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Yield","kg/ha",2011,24055.2,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Yield","kg/ha",2012,24862.3,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Yield","kg/ha",2013,23639.3,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Yield","kg/ha",2014,25236.8,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Yield","kg/ha",2015,24195.1,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Yield","kg/ha",2016,24310.5,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Yield","kg/ha",2017,25355.399999999998,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Yield","kg/ha",2018,25553.8,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Yield","kg/ha",2019,28072.4,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Yield","kg/ha",2020,26263.2,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Yield","kg/ha",2021,28026.4,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Yield","kg/ha",2022,27809.9,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Cereals","Yield","kg/ha",2023,27618.5,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Edible roots and tubers with high starch or inulin content","Area harvested","ha",1992,50278,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Edible roots and tubers with high starch or inulin content","Area harvested","ha",1993,41172,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Edible roots and tubers with high starch or inulin content","Area harvested","ha",1994,36411,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Edible roots and tubers with high starch or inulin content","Area harvested","ha",1995,39849,NA,"yes"
"KOR","Republic of Korea","Eastern Asia","Edible roots and tubers with high starch or inulin content","Area harvested","ha",1996,47808,NA,"yes"
