"ISO3","Area","cpc_name1","Element","Unit","Year","value","Item","grouped"
"MDG","Madagascar","Animal fats","Production","t",1992,2460.5,NA,"yes"
"MDG","Madagascar","Animal fats","Production","t",1993,2547.21,NA,"yes"
"MDG","Madagascar","Animal fats","Production","t",1994,2557.72,NA,"yes"
"MDG","Madagascar","Animal fats","Production","t",1995,2599.61,NA,"yes"
"MDG","Madagascar","Animal fats","Production","t",1996,2509.43,NA,"yes"
"MDG","Madagascar","Animal fats","Production","t",1997,2607.05,NA,"yes"
"MDG","Madagascar","Animal fats","Production","t",1998,2495.95,NA,"yes"
"MDG","Madagascar","Animal fats","Production","t",1999,2419.71,NA,"yes"
"MDG","Madagascar","Animal fats","Production","t",2000,2290.79,NA,"yes"
"MDG","Madagascar","Animal fats","Production","t",2001,1926.49,NA,"yes"
"MDG","Madagascar","Animal fats","Production","t",2002,1863.36,NA,"yes"
"MDG","Madagascar","Animal fats","Production","t",2003,1915.77,NA,"yes"
"MDG","Madagascar","Animal fats","Production","t",2004,1943.8899999999999,NA,"yes"
"MDG","Madagascar","Animal fats","Production","t",2005,2330.85,NA,"yes"
"MDG","Madagascar","Animal fats","Production","t",2006,2300.2,NA,"yes"
"MDG","Madagascar","Animal fats","Production","t",2007,2355.09,NA,"yes"
"MDG","Madagascar","Animal fats","Production","t",2008,2442.77,NA,"yes"
"MDG","Madagascar","Animal fats","Production","t",2009,2486.17,NA,"yes"
"MDG","Madagascar","Animal fats","Production","t",2010,1862.26,NA,"yes"
"MDG","Madagascar","Animal fats","Production","t",2011,1876.08,NA,"yes"
"MDG","Madagascar","Animal fats","Production","t",2012,1885.7199999999998,NA,"yes"
"MDG","Madagascar","Animal fats","Production","t",2013,1866.67,NA,"yes"
"MDG","Madagascar","Animal fats","Production","t",2014,1929.49,NA,"yes"
"MDG","Madagascar","Animal fats","Production","t",2015,1952.51,NA,"yes"
"MDG","Madagascar","Animal fats","Production","t",2016,1978.43,NA,"yes"
"MDG","Madagascar","Animal fats","Production","t",2017,1914.1399999999999,NA,"yes"
"MDG","Madagascar","Animal fats","Production","t",2018,1733.95,NA,"yes"
"MDG","Madagascar","Animal fats","Production","t",2019,1756.11,NA,"yes"
"MDG","Madagascar","Animal fats","Production","t",2020,1590.6200000000001,NA,"yes"
"MDG","Madagascar","Animal fats","Production","t",2021,1454.76,NA,"yes"
"MDG","Madagascar","Animal fats","Production","t",2022,1382.93,NA,"yes"
"MDG","Madagascar","Animal fats","Production","t",2023,1547.07,NA,"yes"
"MDG","Madagascar","Cereals","Area harvested","ha",1992,1339554,NA,"yes"
"MDG","Madagascar","Cereals","Area harvested","ha",1993,1415487,NA,"yes"
"MDG","Madagascar","Cereals","Area harvested","ha",1994,1306641,NA,"yes"
"MDG","Madagascar","Cereals","Area harvested","ha",1995,1342455,NA,"yes"
"MDG","Madagascar","Cereals","Area harvested","ha",1996,1337213,NA,"yes"
"MDG","Madagascar","Cereals","Area harvested","ha",1997,1370461,NA,"yes"
"MDG","Madagascar","Cereals","Area harvested","ha",1998,1391686,NA,"yes"
"MDG","Madagascar","Cereals","Area harvested","ha",1999,1404437,NA,"yes"
"MDG","Madagascar","Cereals","Area harvested","ha",2000,1406831,NA,"yes"
"MDG","Madagascar","Cereals","Area harvested","ha",2001,1411893,NA,"yes"
"MDG","Madagascar","Cereals","Area harvested","ha",2002,1416532,NA,"yes"
"MDG","Madagascar","Cereals","Area harvested","ha",2003,1420599,NA,"yes"
"MDG","Madagascar","Cereals","Area harvested","ha",2004,1440370,NA,"yes"
"MDG","Madagascar","Cereals","Area harvested","ha",2005,1509104,NA,"yes"
"MDG","Madagascar","Cereals","Area harvested","ha",2006,1522018,NA,"yes"
"MDG","Madagascar","Cereals","Area harvested","ha",2007,1536102,NA,"yes"
"MDG","Madagascar","Cereals","Area harvested","ha",2008,1549296,NA,"yes"
"MDG","Madagascar","Cereals","Area harvested","ha",2009,1562975,NA,"yes"
"MDG","Madagascar","Cereals","Area harvested","ha",2010,1577100,NA,"yes"
"MDG","Madagascar","Cereals","Area harvested","ha",2011,1463800,NA,"yes"
"MDG","Madagascar","Cereals","Area harvested","ha",2012,1523161,NA,"yes"
"MDG","Madagascar","Cereals","Area harvested","ha",2013,1248073,NA,"yes"
"MDG","Madagascar","Cereals","Area harvested","ha",2014,1445254,NA,"yes"
"MDG","Madagascar","Cereals","Area harvested","ha",2015,1327084,NA,"yes"
"MDG","Madagascar","Cereals","Area harvested","ha",2016,1451037,NA,"yes"
"MDG","Madagascar","Cereals","Area harvested","ha",2017,1413852,NA,"yes"
"MDG","Madagascar","Cereals","Area harvested","ha",2018,1607227,NA,"yes"
"MDG","Madagascar","Cereals","Area harvested","ha",2019,1731380,NA,"yes"
"MDG","Madagascar","Cereals","Area harvested","ha",2020,1805402,NA,"yes"
"MDG","Madagascar","Cereals","Area harvested","ha",2021,1730649,NA,"yes"
"MDG","Madagascar","Cereals","Area harvested","ha",2022,1728661,NA,"yes"
"MDG","Madagascar","Cereals","Area harvested","ha",2023,2222098,NA,"yes"
"MDG","Madagascar","Cereals","Production","t",1992,2590967.09,NA,"yes"
"MDG","Madagascar","Cereals","Production","t",1993,2723977.31,NA,"yes"
"MDG","Madagascar","Cereals","Production","t",1994,2517000,NA,"yes"
"MDG","Madagascar","Cereals","Production","t",1995,2641973.75,NA,"yes"
"MDG","Madagascar","Cereals","Production","t",1996,2684976.82,NA,"yes"
"MDG","Madagascar","Cereals","Production","t",1997,2741980.17,NA,"yes"
"MDG","Madagascar","Cereals","Production","t",1998,2609983.93,NA,"yes"
"MDG","Madagascar","Cereals","Production","t",1999,2755988.21,NA,"yes"
"MDG","Madagascar","Cereals","Production","t",2000,2660170,NA,"yes"
"MDG","Madagascar","Cereals","Production","t",2001,2853015,NA,"yes"
"MDG","Madagascar","Cereals","Production","t",2002,2786948.94,NA,"yes"
