"ISO3","Area","cpc_name1","Element","Unit","Year","value","Item","grouped"
"RUS","Russian Federation","Animal fats","Production","t",1992,723016.45,NA,"yes"
"RUS","Russian Federation","Animal fats","Production","t",1993,687600.51,NA,"yes"
"RUS","Russian Federation","Animal fats","Production","t",1994,602679.81,NA,"yes"
"RUS","Russian Federation","Animal fats","Production","t",1995,550637.8099999999,NA,"yes"
"RUS","Russian Federation","Animal fats","Production","t",1996,482602.33,NA,"yes"
"RUS","Russian Federation","Animal fats","Production","t",1997,406476.36,NA,"yes"
"RUS","Russian Federation","Animal fats","Production","t",1998,403237.13,NA,"yes"
"RUS","Russian Federation","Animal fats","Production","t",1999,419794.49,NA,"yes"
"RUS","Russian Federation","Animal fats","Production","t",2000,422237.83,NA,"yes"
"RUS","Russian Federation","Animal fats","Production","t",2001,401728.29,NA,"yes"
"RUS","Russian Federation","Animal fats","Production","t",2002,415528.79,NA,"yes"
"RUS","Russian Federation","Animal fats","Production","t",2003,420821.87,NA,"yes"
"RUS","Russian Federation","Animal fats","Production","t",2004,407270.79,NA,"yes"
"RUS","Russian Federation","Animal fats","Production","t",2005,397468.25,NA,"yes"
"RUS","Russian Federation","Animal fats","Production","t",2006,396312.89,NA,"yes"
"RUS","Russian Federation","Animal fats","Production","t",2007,432208.28,NA,"yes"
"RUS","Russian Federation","Animal fats","Production","t",2008,463962.1,NA,"yes"
"RUS","Russian Federation","Animal fats","Production","t",2009,487868.5,NA,"yes"
"RUS","Russian Federation","Animal fats","Production","t",2010,515206.75,NA,"yes"
"RUS","Russian Federation","Animal fats","Production","t",2011,525574.3099999999,NA,"yes"
"RUS","Russian Federation","Animal fats","Production","t",2012,550598.26,NA,"yes"
"RUS","Russian Federation","Animal fats","Production","t",2013,600816.68,NA,"yes"
"RUS","Russian Federation","Animal fats","Production","t",2014,632143.19,NA,"yes"
"RUS","Russian Federation","Animal fats","Production","t",2015,660416.93,NA,"yes"
"RUS","Russian Federation","Animal fats","Production","t",2016,703424.89,NA,"yes"
"RUS","Russian Federation","Animal fats","Production","t",2017,587490.4,NA,"yes"
"RUS","Russian Federation","Animal fats","Production","t",2018,619443.34,NA,"yes"
"RUS","Russian Federation","Animal fats","Production","t",2019,641566.4400000001,NA,"yes"
"RUS","Russian Federation","Animal fats","Production","t",2020,687258.56,NA,"yes"
"RUS","Russian Federation","Animal fats","Production","t",2021,698395.52,NA,"yes"
"RUS","Russian Federation","Animal fats","Production","t",2022,729089.3099999999,NA,"yes"
"RUS","Russian Federation","Animal fats","Production","t",2023,381157.79000000004,NA,"yes"
"RUS","Russian Federation","Cereals","Area harvested","ha",1992,59541250,NA,"yes"
"RUS","Russian Federation","Cereals","Area harvested","ha",1993,58824320,NA,"yes"
"RUS","Russian Federation","Cereals","Area harvested","ha",1994,53953252,NA,"yes"
"RUS","Russian Federation","Cereals","Area harvested","ha",1995,49309960,NA,"yes"
"RUS","Russian Federation","Cereals","Area harvested","ha",1996,47250360,NA,"yes"
"RUS","Russian Federation","Cereals","Area harvested","ha",1997,48491600,NA,"yes"
"RUS","Russian Federation","Cereals","Area harvested","ha",1998,36076300,NA,"yes"
"RUS","Russian Federation","Cereals","Area harvested","ha",1999,37069300,NA,"yes"
"RUS","Russian Federation","Cereals","Area harvested","ha",2000,41145200,NA,"yes"
"RUS","Russian Federation","Cereals","Area harvested","ha",2001,43057500,NA,"yes"
