"ISO3","Area","Country Group","cpc_name1","Element","Unit","Year","value","Item","grouped"
"MLI","Mali","Western Africa","Animal fats","Production","t",1992,1834.75,NA,"yes"
"MLI","Mali","Western Africa","Animal fats","Production","t",1993,1865.98,NA,"yes"
"MLI","Mali","Western Africa","Animal fats","Production","t",1994,1867.65,NA,"yes"
"MLI","Mali","Western Africa","Animal fats","Production","t",1995,1851.75,NA,"yes"
"MLI","Mali","Western Africa","Animal fats","Production","t",1996,1814.5200000000002,NA,"yes"
"MLI","Mali","Western Africa","Animal fats","Production","t",1997,1764.6299999999999,NA,"yes"
"MLI","Mali","Western Africa","Animal fats","Production","t",1998,1715.3700000000001,NA,"yes"
"MLI","Mali","Western Africa","Animal fats","Production","t",1999,1661.67,NA,"yes"
"MLI","Mali","Western Africa","Animal fats","Production","t",2000,1566.18,NA,"yes"
"MLI","Mali","Western Africa","Animal fats","Production","t",2001,1463.76,NA,"yes"
"MLI","Mali","Western Africa","Animal fats","Production","t",2002,1507.02,NA,"yes"
"MLI","Mali","Western Africa","Animal fats","Production","t",2003,1440.3500000000001,NA,"yes"
"MLI","Mali","Western Africa","Animal fats","Production","t",2004,1383.8700000000001,NA,"yes"
"MLI","Mali","Western Africa","Animal fats","Production","t",2005,1324.01,NA,"yes"
"MLI","Mali","Western Africa","Animal fats","Production","t",2006,1241.41,NA,"yes"
"MLI","Mali","Western Africa","Animal fats","Production","t",2007,1233.6,NA,"yes"
"MLI","Mali","Western Africa","Animal fats","Production","t",2008,1020.9200000000001,NA,"yes"
"MLI","Mali","Western Africa","Animal fats","Production","t",2009,1041.05,NA,"yes"
"MLI","Mali","Western Africa","Animal fats","Production","t",2010,1243.34,NA,"yes"
"MLI","Mali","Western Africa","Animal fats","Production","t",2011,1297.95,NA,"yes"
"MLI","Mali","Western Africa","Animal fats","Production","t",2012,1250.3999999999999,NA,"yes"
"MLI","Mali","Western Africa","Animal fats","Production","t",2013,1174.74,NA,"yes"
"MLI","Mali","Western Africa","Animal fats","Production","t",2014,1252.27,NA,"yes"
"MLI","Mali","Western Africa","Animal fats","Production","t",2015,1435.77,NA,"yes"
"MLI","Mali","Western Africa","Animal fats","Production","t",2016,1546.76,NA,"yes"
"MLI","Mali","Western Africa","Animal fats","Production","t",2017,1720.2,NA,"yes"
"MLI","Mali","Western Africa","Animal fats","Production","t",2018,1690.67,NA,"yes"
"MLI","Mali","Western Africa","Animal fats","Production","t",2019,1866.44,NA,"yes"
"MLI","Mali","Western Africa","Animal fats","Production","t",2020,2401.32,NA,"yes"
"MLI","Mali","Western Africa","Animal fats","Production","t",2021,2038.54,NA,"yes"
"MLI","Mali","Western Africa","Animal fats","Production","t",2022,2354.39,NA,"yes"
"MLI","Mali","Western Africa","Animal fats","Production","t",2023,2022.3000000000002,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Area harvested","ha",1992,2451592,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Area harvested","ha",1993,2921003,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Area harvested","ha",1994,3005056,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Area harvested","ha",1995,2701973,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Area harvested","ha",1996,2016524,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Area harvested","ha",1997,2008883,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Area harvested","ha",1998,2115948,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Area harvested","ha",1999,2464640,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Area harvested","ha",2000,2295214,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Area harvested","ha",2001,2620017,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Area harvested","ha",2002,3193406,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Area harvested","ha",2003,3474117,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Area harvested","ha",2004,2358031,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Area harvested","ha",2005,3119463,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Area harvested","ha",2006,3283557,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Area harvested","ha",2007,3528534,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Area harvested","ha",2008,3445025,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Area harvested","ha",2009,3364533,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Area harvested","ha",2010,3674945,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Area harvested","ha",2011,5519796,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Area harvested","ha",2012,4350436,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Area harvested","ha",2013,4624379,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Area harvested","ha",2014,4501731,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Area harvested","ha",2015,5112560,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Area harvested","ha",2016,5505277,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Area harvested","ha",2017,5803284,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Area harvested","ha",2018,5876534,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Area harvested","ha",2019,5912553,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Area harvested","ha",2020,6140158,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Area harvested","ha",2021,6119493,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Area harvested","ha",2022,6157560,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Area harvested","ha",2023,6285756,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Production","t",1992,1809361.52,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Production","t",1993,2227998,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Production","t",1994,2457451,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Production","t",1995,2188973.04,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Production","t",1996,2219312,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Production","t",1997,2137259,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Production","t",1998,2548018.77,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Production","t",1999,2893716.36,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Production","t",2000,2310195.56,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Production","t",2001,2584032.84,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Production","t",2002,2518353.98,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Production","t",2003,3409360.22,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Production","t",2004,2845019.68,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Production","t",2005,3398743.19,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Production","t",2006,3693356.99,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Production","t",2007,3885587,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Production","t",2008,4814995.53,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Production","t",2009,6057353.9,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Production","t",2010,5338937.19,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Production","t",2011,5777865.09,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Production","t",2012,6555027,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Production","t",2013,6993980,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Production","t",2014,6980884.5,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Production","t",2015,8055051.84,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Production","t",2016,8849709.99,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Production","t",2017,9296131.69,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Production","t",2018,10159697.36,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Production","t",2019,10451432.87,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Production","t",2020,10352057.11,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Production","t",2021,8819410.94,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Production","t",2022,10289007.59,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Production","t",2023,9979190.21,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Yield","kg/ha",1992,6332.8,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Yield","kg/ha",1993,8281.2,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Yield","kg/ha",1994,6504.9,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Yield","kg/ha",1995,7139.4,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Yield","kg/ha",1996,8205.9,NA,"yes"
"MLI","Mali","Western Africa","Cereals","Yield","kg/ha",1997,7409.3,NA,"yes"
