"ISO3","Area","cpc_name1","Element","Unit","Year","value","Item","grouped"
"AUT","Austria","Animal fats","Production","t",1992,124786.04000000001,NA,"yes"
"AUT","Austria","Animal fats","Production","t",1993,123599,NA,"yes"
"AUT","Austria","Animal fats","Production","t",1994,119502.6,NA,"yes"
"AUT","Austria","Animal fats","Production","t",1995,127993.1,NA,"yes"
"AUT","Austria","Animal fats","Production","t",1996,124283.63,NA,"yes"
"AUT","Austria","Animal fats","Production","t",1997,126132.31,NA,"yes"
"AUT","Austria","Animal fats","Production","t",1998,122330.24,NA,"yes"
"AUT","Austria","Animal fats","Production","t",1999,123884.09,NA,"yes"
"AUT","Austria","Animal fats","Production","t",2000,144493.94,NA,"yes"
"AUT","Austria","Animal fats","Production","t",2001,137229.5,NA,"yes"
"AUT","Austria","Animal fats","Production","t",2002,149195.63,NA,"yes"
"AUT","Austria","Animal fats","Production","t",2003,149859.47,NA,"yes"
"AUT","Austria","Animal fats","Production","t",2004,137358.12,NA,"yes"
"AUT","Austria","Animal fats","Production","t",2005,136490.44,NA,"yes"
"AUT","Austria","Animal fats","Production","t",2006,137862.74,NA,"yes"
"AUT","Austria","Animal fats","Production","t",2007,139187.48,NA,"yes"
"AUT","Austria","Animal fats","Production","t",2008,138985.5,NA,"yes"
"AUT","Austria","Animal fats","Production","t",2009,139718.65,NA,"yes"
"AUT","Austria","Animal fats","Production","t",2010,150446.52,NA,"yes"
"AUT","Austria","Animal fats","Production","t",2011,149294.94,NA,"yes"
"AUT","Austria","Animal fats","Production","t",2012,146565.52,NA,"yes"
"AUT","Austria","Animal fats","Production","t",2013,147729.39,NA,"yes"
"AUT","Austria","Animal fats","Production","t",2014,137074.83,NA,"yes"
"AUT","Austria","Animal fats","Production","t",2015,156056.54,NA,"yes"
"AUT","Austria","Animal fats","Production","t",2016,153130.2,NA,"yes"
"AUT","Austria","Animal fats","Production","t",2017,152137.05000000002,NA,"yes"
"AUT","Austria","Animal fats","Production","t",2018,109355.2,NA,"yes"
"AUT","Austria","Animal fats","Production","t",2019,91317.59,NA,"yes"
"AUT","Austria","Animal fats","Production","t",2020,85603.18,NA,"yes"
"AUT","Austria","Animal fats","Production","t",2021,86070.53,NA,"yes"
"AUT","Austria","Animal fats","Production","t",2022,85410.71,NA,"yes"
"AUT","Austria","Animal fats","Production","t",2023,0,NA,"yes"
"AUT","Austria","Cereals","Area harvested","ha",1992,838900,NA,"yes"
"AUT","Austria","Cereals","Area harvested","ha",1993,826603,NA,"yes"
"AUT","Austria","Cereals","Area harvested","ha",1994,822728,NA,"yes"
"AUT","Austria","Cereals","Area harvested","ha",1995,809135,NA,"yes"
"AUT","Austria","Cereals","Area harvested","ha",1996,833764,NA,"yes"
"AUT","Austria","Cereals","Area harvested","ha",1997,849121,NA,"yes"
"AUT","Austria","Cereals","Area harvested","ha",1998,840960,NA,"yes"
"AUT","Austria","Cereals","Area harvested","ha",1999,811405,NA,"yes"
"AUT","Austria","Cereals","Area harvested","ha",2000,831695,NA,"yes"
"AUT","Austria","Cereals","Area harvested","ha",2001,825985,NA,"yes"
"AUT","Austria","Cereals","Area harvested","ha",2002,816774,NA,"yes"
"AUT","Austria","Cereals","Area harvested","ha",2003,812408,NA,"yes"
"AUT","Austria","Cereals","Area harvested","ha",2004,819595,NA,"yes"
"AUT","Austria","Cereals","Area harvested","ha",2005,800099,NA,"yes"
"AUT","Austria","Cereals","Area harvested","ha",2006,780783,NA,"yes"
"AUT","Austria","Cereals","Area harvested","ha",2007,815523,NA,"yes"
"AUT","Austria","Cereals","Area harvested","ha",2008,845637,NA,"yes"
"AUT","Austria","Cereals","Area harvested","ha",2009,839771,NA,"yes"
"AUT","Austria","Cereals","Area harvested","ha",2010,824426,NA,"yes"
"AUT","Austria","Cereals","Area harvested","ha",2011,809470,NA,"yes"
"AUT","Austria","Cereals","Area harvested","ha",2012,813509,NA,"yes"
"AUT","Austria","Cereals","Area harvested","ha",2013,786663,NA,"yes"
"AUT","Austria","Cereals","Area harvested","ha",2014,811771,NA,"yes"
"AUT","Austria","Cereals","Area harvested","ha",2015,783127,NA,"yes"
"AUT","Austria","Cereals","Area harvested","ha",2016,786831,NA,"yes"
"AUT","Austria","Cereals","Area harvested","ha",2017,778650,NA,"yes"
"AUT","Austria","Cereals","Area harvested","ha",2018,778940,NA,"yes"
"AUT","Austria","Cereals","Area harvested","ha",2019,776400,NA,"yes"
"AUT","Austria","Cereals","Area harvested","ha",2020,764890,NA,"yes"
"AUT","Austria","Cereals","Area harvested","ha",2021,747450,NA,"yes"
"AUT","Austria","Cereals","Area harvested","ha",2022,754950,NA,"yes"
"AUT","Austria","Cereals","Area harvested","ha",2023,742450,NA,"yes"
"AUT","Austria","Cereals","Production","t",1992,4322590,NA,"yes"
"AUT","Austria","Cereals","Production","t",1993,4206456,NA,"yes"
"AUT","Austria","Cereals","Production","t",1994,4435935,NA,"yes"
"AUT","Austria","Cereals","Production","t",1995,4451882,NA,"yes"
"AUT","Austria","Cereals","Production","t",1996,4494851.92,NA,"yes"
"AUT","Austria","Cereals","Production","t",1997,5010607.17,NA,"yes"
"AUT","Austria","Cereals","Production","t",1998,4772664.73,NA,"yes"
"AUT","Austria","Cereals","Production","t",1999,4809095.2,NA,"yes"
"AUT","Austria","Cereals","Production","t",2000,4494383.16,NA,"yes"
"AUT","Austria","Cereals","Production","t",2001,4837093.57,NA,"yes"
"AUT","Austria","Cereals","Production","t",2002,4762611.89,NA,"yes"
"AUT","Austria","Cereals","Production","t",2003,4269509.66,NA,"yes"
"AUT","Austria","Cereals","Production","t",2004,5323713.99,NA,"yes"
"AUT","Austria","Cereals","Production","t",2005,4907056.68,NA,"yes"
"AUT","Austria","Cereals","Production","t",2006,4467510.49,NA,"yes"
"AUT","Austria","Cereals","Production","t",2007,4766039.24,NA,"yes"
"AUT","Austria","Cereals","Production","t",2008,5756463.62,NA,"yes"
"AUT","Austria","Cereals","Production","t",2009,5164152.399999999,NA,"yes"
"AUT","Austria","Cereals","Production","t",2010,4866648.46,NA,"yes"
"AUT","Austria","Cereals","Production","t",2011,5712206.55,NA,"yes"
"AUT","Austria","Cereals","Production","t",2012,4883379.22,NA,"yes"
"AUT","Austria","Cereals","Production","t",2013,4599433.25,NA,"yes"
"AUT","Austria","Cereals","Production","t",2014,5720308.600000001,NA,"yes"
"AUT","Austria","Cereals","Production","t",2015,4853895.01,NA,"yes"
"AUT","Austria","Cereals","Production","t",2016,5701697.09,NA,"yes"
"AUT","Austria","Cereals","Production","t",2017,4874849.22,NA,"yes"
"AUT","Austria","Cereals","Production","t",2018,4787200,NA,"yes"
"AUT","Austria","Cereals","Production","t",2019,5399310,NA,"yes"
"AUT","Austria","Cereals","Production","t",2020,5649770,NA,"yes"
"AUT","Austria","Cereals","Production","t",2021,5316150,NA,"yes"
"AUT","Austria","Cereals","Production","t",2022,5205750,NA,"yes"
"AUT","Austria","Cereals","Production","t",2023,5235050,NA,"yes"
"AUT","Austria","Cereals","Yield","kg/ha",1992,30891.5,NA,"yes"
"AUT","Austria","Cereals","Yield","kg/ha",1993,31720.9,NA,"yes"
"AUT","Austria","Cereals","Yield","kg/ha",1994,32784.1,NA,"yes"
"AUT","Austria","Cereals","Yield","kg/ha",1995,37586.7,NA,"yes"
"AUT","Austria","Cereals","Yield","kg/ha",1996,37012.8,NA,"yes"
"AUT","Austria","Cereals","Yield","kg/ha",1997,39876.8,NA,"yes"
"AUT","Austria","Cereals","Yield","kg/ha",1998,39456.3,NA,"yes"
"AUT","Austria","Cereals","Yield","kg/ha",1999,40590.200000000004,NA,"yes"
"AUT","Austria","Cereals","Yield","kg/ha",2000,37714.3,NA,"yes"
"AUT","Austria","Cereals","Yield","kg/ha",2001,42681.1,NA,"yes"
"AUT","Austria","Cereals","Yield","kg/ha",2002,40964.4,NA,"yes"
"AUT","Austria","Cereals","Yield","kg/ha",2003,38103.4,NA,"yes"
"AUT","Austria","Cereals","Yield","kg/ha",2004,46016.2,NA,"yes"
"AUT","Austria","Cereals","Yield","kg/ha",2005,43717.3,NA,"yes"
"AUT","Austria","Cereals","Yield","kg/ha",2006,40067,NA,"yes"
"AUT","Austria","Cereals","Yield","kg/ha",2007,41227.1,NA,"yes"
"AUT","Austria","Cereals","Yield","kg/ha",2008,45654.3,NA,"yes"
"AUT","Austria","Cereals","Yield","kg/ha",2009,45233,NA,"yes"
"AUT","Austria","Cereals","Yield","kg/ha",2010,48245.5,NA,"yes"
"AUT","Austria","Cereals","Yield","kg/ha",2011,55272.9,NA,"yes"
"AUT","Austria","Cereals","Yield","kg/ha",2012,50880.1,NA,"yes"
"AUT","Austria","Cereals","Yield","kg/ha",2013,47946.1,NA,"yes"
"AUT","Austria","Cereals","Yield","kg/ha",2014,56315.4,NA,"yes"
"AUT","Austria","Cereals","Yield","kg/ha",2015,52783.5,NA,"yes"
"AUT","Austria","Cereals","Yield","kg/ha",2016,57860.5,NA,"yes"
"AUT","Austria","Cereals","Yield","kg/ha",2017,50519.8,NA,"yes"
"AUT","Austria","Cereals","Yield","kg/ha",2018,47143.4,NA,"yes"
"AUT","Austria","Cereals","Yield","kg/ha",2019,50962.9,NA,"yes"
"AUT","Austria","Cereals","Yield","kg/ha",2020,55176.9,NA,"yes"
"AUT","Austria","Cereals","Yield","kg/ha",2021,52161.799999999996,NA,"yes"
"AUT","Austria","Cereals","Yield","kg/ha",2022,51404.7,NA,"yes"
"AUT","Austria","Cereals","Yield","kg/ha",2023,50596.5,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Area harvested","ha",1992,33036,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Area harvested","ha",1993,31090,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Area harvested","ha",1994,29738,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Area harvested","ha",1995,27036,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Area harvested","ha",1996,26335,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Area harvested","ha",1997,23476,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Area harvested","ha",1998,22854,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Area harvested","ha",1999,23180,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Area harvested","ha",2000,23737,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Area harvested","ha",2001,23123,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Area harvested","ha",2002,22523,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Area harvested","ha",2003,21122,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Area harvested","ha",2004,21924,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Area harvested","ha",2005,22186,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Area harvested","ha",2006,21920,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Area harvested","ha",2007,22675,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Area harvested","ha",2008,22800,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Area harvested","ha",2009,22222,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Area harvested","ha",2010,21973,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Area harvested","ha",2011,22851,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Area harvested","ha",2012,21782,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Area harvested","ha",2013,21128,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Area harvested","ha",2014,21384,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Area harvested","ha",2015,20368,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Area harvested","ha",2016,21221,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Area harvested","ha",2017,22991,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Area harvested","ha",2018,23760,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Area harvested","ha",2019,23970,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Area harvested","ha",2020,24260,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Area harvested","ha",2021,22560,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Area harvested","ha",2022,21440,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Area harvested","ha",2023,20620,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Production","t",1992,738256,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Production","t",1993,885833,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Production","t",1994,593720,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Production","t",1995,724426,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Production","t",1996,768974,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Production","t",1997,676872,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Production","t",1998,646915,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Production","t",1999,711729,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Production","t",2000,694609,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Production","t",2001,694602,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Production","t",2002,684321,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Production","t",2003,560340,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Production","t",2004,693054,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Production","t",2005,763165,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Production","t",2006,654621,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Production","t",2007,668755,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Production","t",2008,756945,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Production","t",2009,722098,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Production","t",2010,671722,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Production","t",2011,816070,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Production","t",2012,665416,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Production","t",2013,604050.78,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Production","t",2014,750637.43,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Production","t",2015,536472.82,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Production","t",2016,767261.12,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Production","t",2017,653400,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Production","t",2018,697930,NA,"yes"
"AUT","Austria","Edible roots and tubers with high starch or inulin content","Production","t",2019,751260,NA,"yes"
