"ISO3","Area","Country Group","type","Item","unit","year","value","cpc_group","isscaap","grouped"
"IND","India","Southern Asia","BRACKISHWATER","Fish","Q_tlw",2017,89000,NA,NA,"yes"
"IND","India","Southern Asia","BRACKISHWATER","Fish","Q_tlw",2018,102500,NA,NA,"yes"
"IND","India","Southern Asia","BRACKISHWATER","Fish","Q_tlw",2019,117400,NA,NA,"yes"
"IND","India","Southern Asia","BRACKISHWATER","Fish","Q_tlw",2020,124035,NA,NA,"yes"
"IND","India","Southern Asia","BRACKISHWATER","Fish","Q_tlw",2021,132900,NA,NA,"yes"
"IND","India","Southern Asia","BRACKISHWATER","Fish","Q_tlw",2022,146000,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Amphibians, Reptiles","Q_tlw",2006,5592,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Amphibians, Reptiles","Q_tlw",2011,18,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Amphibians, Reptiles","Q_tlw",2012,0,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Amphibians, Reptiles","Q_tlw",2013,0,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Amphibians, Reptiles","Q_tlw",2014,0,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Amphibians, Reptiles","Q_tlw",2015,0,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Amphibians, Reptiles","Q_tlw",2016,0,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Amphibians, Reptiles","Q_tlw",2017,0,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Amphibians, Reptiles","Q_tlw",2018,0,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Amphibians, Reptiles","Q_tlw",2019,0,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Amphibians, Reptiles","Q_tlw",2020,0,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Amphibians, Reptiles","Q_tlw",2021,0,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Amphibians, Reptiles","Q_tlw",2022,0,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",1992,0,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",1993,0,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",1994,0,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",1995,0,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",1996,7,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",1997,0,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",1998,0,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",1999,0,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2000,95,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2001,0,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2002,8750,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2003,8750,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2004,0,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2005,0,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2006,0,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2007,0,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2008,4,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2009,4,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2010,7,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2011,9,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2012,6,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2013,6,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2014,6,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2015,6,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2016,6,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2017,0,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2018,0,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2019,0,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2020,0,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2021,0,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2022,0,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic plants","Q_tlw",1992,85000,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic plants","Q_tlw",1993,87500,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic plants","Q_tlw",1994,90000,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic plants","Q_tlw",1995,92500,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic plants","Q_tlw",1996,95000,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic plants","Q_tlw",1997,97500,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic plants","Q_tlw",1998,100000,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic plants","Q_tlw",1999,80000,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic plants","Q_tlw",2000,60000,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic plants","Q_tlw",2001,40000,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic plants","Q_tlw",2002,38500,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic plants","Q_tlw",2003,37000,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic plants","Q_tlw",2004,35500,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic plants","Q_tlw",2005,34000,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic plants","Q_tlw",2006,32500,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic plants","Q_tlw",2007,31000,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic plants","Q_tlw",2008,29500,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic plants","Q_tlw",2009,28000,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic plants","Q_tlw",2010,26500,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic plants","Q_tlw",2011,25000,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic plants","Q_tlw",2012,23500,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic plants","Q_tlw",2013,22000,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic plants","Q_tlw",2014,18890,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic plants","Q_tlw",2015,18650,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic plants","Q_tlw",2016,20576,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic plants","Q_tlw",2017,19640,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic plants","Q_tlw",2018,15930,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic plants","Q_tlw",2019,18400.001,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic plants","Q_tlw",2020,28545.000999999997,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic plants","Q_tlw",2021,33345,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Aquatic plants","Q_tlw",2022,52107,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Crustaceans","Q_tlw",1992,283585,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Crustaceans","Q_tlw",1993,331775,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Crustaceans","Q_tlw",1994,422054,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Crustaceans","Q_tlw",1995,349015,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Crustaceans","Q_tlw",1996,350816,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Crustaceans","Q_tlw",1997,328668,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Crustaceans","Q_tlw",1998,367556,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Crustaceans","Q_tlw",1999,383722,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Crustaceans","Q_tlw",2000,382372,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Crustaceans","Q_tlw",2001,378052,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Crustaceans","Q_tlw",2002,436028,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Crustaceans","Q_tlw",2003,451705,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Crustaceans","Q_tlw",2004,411068,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Crustaceans","Q_tlw",2005,421688,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Crustaceans","Q_tlw",2006,420006,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Crustaceans","Q_tlw",2007,462933,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Crustaceans","Q_tlw",2008,484454,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Crustaceans","Q_tlw",2009,439488,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Crustaceans","Q_tlw",2010,369234,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Crustaceans","Q_tlw",2011,479447,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Crustaceans","Q_tlw",2012,506323,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Crustaceans","Q_tlw",2013,532383,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Crustaceans","Q_tlw",2014,505552,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Crustaceans","Q_tlw",2015,471427,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Crustaceans","Q_tlw",2016,495240,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Crustaceans","Q_tlw",2017,540185,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Crustaceans","Q_tlw",2018,515941.167,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Crustaceans","Q_tlw",2019,504844.402,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Crustaceans","Q_tlw",2020,365650.793,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Crustaceans","Q_tlw",2021,436720.652,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Crustaceans","Q_tlw",2022,440046.232,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Fish","Q_tlw",1992,2484705,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Fish","Q_tlw",1993,2659580,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Fish","Q_tlw",1994,2738652,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Fish","Q_tlw",1995,2810033.999,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Fish","Q_tlw",1996,2996706,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Fish","Q_tlw",1997,3072406,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Fish","Q_tlw",1998,2907384,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Fish","Q_tlw",1999,2992500.999,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Fish","Q_tlw",2000,3185756,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Fish","Q_tlw",2001,3343172,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Fish","Q_tlw",2002,3211991,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Fish","Q_tlw",2003,3168551,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Fish","Q_tlw",2004,2901805.001,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Fish","Q_tlw",2005,3187913.999,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Fish","Q_tlw",2006,3333370,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Fish","Q_tlw",2007,3308291,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Fish","Q_tlw",2008,3536685,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Fish","Q_tlw",2009,3527648.999,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Fish","Q_tlw",2010,4155730,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Fish","Q_tlw",2011,3668538.999,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Fish","Q_tlw",2012,4171575.409,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Fish","Q_tlw",2013,3910723.457,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Fish","Q_tlw",2014,4158618.433,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Fish","Q_tlw",2015,4054644.515,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Fish","Q_tlw",2016,4357640.024,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Fish","Q_tlw",2017,4629575.001,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Fish","Q_tlw",2018,4441025.956,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Fish","Q_tlw",2019,4612506.956,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Fish","Q_tlw",2020,3986164.23,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Fish","Q_tlw",2021,4288294.91,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Fish","Q_tlw",2022,4712291.103,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Molluscs","Q_tlw",1992,75812,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Molluscs","Q_tlw",1993,71357,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Molluscs","Q_tlw",1994,96901,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Molluscs","Q_tlw",1995,106191,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Molluscs","Q_tlw",1996,100419,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Molluscs","Q_tlw",1997,122374,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Molluscs","Q_tlw",1998,98552,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Molluscs","Q_tlw",1999,95926,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Molluscs","Q_tlw",2000,98204,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Molluscs","Q_tlw",2001,55868,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Molluscs","Q_tlw",2002,88584,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Molluscs","Q_tlw",2003,91893,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Molluscs","Q_tlw",2004,78136,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Molluscs","Q_tlw",2005,81760,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Molluscs","Q_tlw",2006,85869,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Molluscs","Q_tlw",2007,88069,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Molluscs","Q_tlw",2008,78084,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Molluscs","Q_tlw",2009,99615,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Molluscs","Q_tlw",2010,164345,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Molluscs","Q_tlw",2011,163119,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Molluscs","Q_tlw",2012,193738,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Molluscs","Q_tlw",2013,200326,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Molluscs","Q_tlw",2014,316427,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Molluscs","Q_tlw",2015,317311,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Molluscs","Q_tlw",2016,323484,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Molluscs","Q_tlw",2017,361553,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Molluscs","Q_tlw",2018,363285.876,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Molluscs","Q_tlw",2019,341348.64,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Molluscs","Q_tlw",2020,277836.977,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Molluscs","Q_tlw",2021,266544.439,NA,NA,"yes"
"IND","India","Southern Asia","CAPTURE","Molluscs","Q_tlw",2022,334580.661,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Aquatic plants","Q_tlw",2004,4668,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Aquatic plants","Q_tlw",2005,4668,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Aquatic plants","Q_tlw",2006,2,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Aquatic plants","Q_tlw",2007,2,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Aquatic plants","Q_tlw",2008,2,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Aquatic plants","Q_tlw",2009,2,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Aquatic plants","Q_tlw",2010,2,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Aquatic plants","Q_tlw",2011,2,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Aquatic plants","Q_tlw",2012,2,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Aquatic plants","Q_tlw",2013,2,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Aquatic plants","Q_tlw",2014,2,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Aquatic plants","Q_tlw",2015,2,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Aquatic plants","Q_tlw",2016,2,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Crustaceans","Q_tlw",1992,455,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Crustaceans","Q_tlw",1993,178,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Crustaceans","Q_tlw",1994,311,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Crustaceans","Q_tlw",1996,178,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Crustaceans","Q_tlw",1997,1500,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Crustaceans","Q_tlw",1998,3900,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Crustaceans","Q_tlw",1999,7000,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Crustaceans","Q_tlw",2000,16600,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Crustaceans","Q_tlw",2001,24230,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Crustaceans","Q_tlw",2002,30500,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Crustaceans","Q_tlw",2003,36097,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Crustaceans","Q_tlw",2004,54396,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Crustaceans","Q_tlw",2005,59123,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Crustaceans","Q_tlw",2006,46966,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Crustaceans","Q_tlw",2007,39662,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Crustaceans","Q_tlw",2008,19000,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Crustaceans","Q_tlw",2009,13400,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Crustaceans","Q_tlw",2010,33414,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Crustaceans","Q_tlw",2011,26833,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Crustaceans","Q_tlw",2012,35426,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Crustaceans","Q_tlw",2013,7100,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Crustaceans","Q_tlw",2014,8680,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Crustaceans","Q_tlw",2015,8729,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Crustaceans","Q_tlw",2016,10162,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Crustaceans","Q_tlw",2017,9056,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Crustaceans","Q_tlw",2018,10000,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Crustaceans","Q_tlw",2019,8702,NA,NA,"yes"
"IND","India","Southern Asia","FRESHWATER","Crustaceans","Q_tlw",2020,9128,NA,NA,"yes"
