"ISO3","Area","Country Group","UN Region","EBRD Region","type","Item","unit","year","value","cpc_group","isscaap","grouped"
"PAN","Panama","Central America","Central America",NA,"BRACKISHWATER","Crustaceans","Q_tlw",1992,3650,NA,NA,"yes"
"PAN","Panama","Central America","Central America",NA,"BRACKISHWATER","Crustaceans","Q_tlw",1993,4910,NA,NA,"yes"
"PAN","Panama","Central America","Central America",NA,"BRACKISHWATER","Crustaceans","Q_tlw",1994,6125,NA,NA,"yes"
"PAN","Panama","Central America","Central America",NA,"BRACKISHWATER","Crustaceans","Q_tlw",1995,5184,NA,NA,"yes"
"PAN","Panama","Central America","Central America",NA,"BRACKISHWATER","Crustaceans","Q_tlw",1996,4900,NA,NA,"yes"
"PAN","Panama","Central America","Central America",NA,"BRACKISHWATER","Crustaceans","Q_tlw",1997,7050,NA,NA,"yes"
"PAN","Panama","Central America","Central America",NA,"BRACKISHWATER","Crustaceans","Q_tlw",1998,7149,NA,NA,"yes"
"PAN","Panama","Central America","Central America",NA,"BRACKISHWATER","Crustaceans","Q_tlw",1999,1676,NA,NA,"yes"
"PAN","Panama","Central America","Central America",NA,"BRACKISHWATER","Crustaceans","Q_tlw",2000,877,NA,NA,"yes"
"PAN","Panama","Central America","Central America",NA,"BRACKISHWATER","Crustaceans","Q_tlw",2001,1945,NA,NA,"yes"
"PAN","Panama","Central America","Central America",NA,"BRACKISHWATER","Crustaceans","Q_tlw",2002,3137,NA,NA,"yes"
"PAN","Panama","Central America","Central America",NA,"BRACKISHWATER","Crustaceans","Q_tlw",2003,6105,NA,NA,"yes"
"PAN","Panama","Central America","Central America",NA,"BRACKISHWATER","Crustaceans","Q_tlw",2004,6535,NA,NA,"yes"
"PAN","Panama","Central America","Central America",NA,"BRACKISHWATER","Crustaceans","Q_tlw",2005,7098,NA,NA,"yes"
"PAN","Panama","Central America","Central America",NA,"BRACKISHWATER","Crustaceans","Q_tlw",2006,8115,NA,NA,"yes"
"PAN","Panama","Central America","Central America",NA,"BRACKISHWATER","Crustaceans","Q_tlw",2007,8246,NA,NA,"yes"
"PAN","Panama","Central America","Central America",NA,"BRACKISHWATER","Crustaceans","Q_tlw",2008,7762,NA,NA,"yes"
"PAN","Panama","Central America","Central America",NA,"BRACKISHWATER","Crustaceans","Q_tlw",2009,5943,NA,NA,"yes"
"PAN","Panama","Central America","Central America",NA,"BRACKISHWATER","Crustaceans","Q_tlw",2010,5532,NA,NA,"yes"
"PAN","Panama","Central America","Central America",NA,"BRACKISHWATER","Crustaceans","Q_tlw",2011,6217,NA,NA,"yes"
"PAN","Panama","Central America","Central America",NA,"BRACKISHWATER","Crustaceans","Q_tlw",2012,6736,NA,NA,"yes"
"PAN","Panama","Central America","Central America",NA,"BRACKISHWATER","Crustaceans","Q_tlw",2013,6954,NA,NA,"yes"
"PAN","Panama","Central America","Central America",NA,"BRACKISHWATER","Crustaceans","Q_tlw",2014,8611,NA,NA,"yes"
"PAN","Panama","Central America","Central America",NA,"BRACKISHWATER","Crustaceans","Q_tlw",2015,7861,NA,NA,"yes"
"PAN","Panama","Central America","Central America",NA,"BRACKISHWATER","Crustaceans","Q_tlw",2016,6724,NA,NA,"yes"
"PAN","Panama","Central America","Central America",NA,"BRACKISHWATER","Crustaceans","Q_tlw",2017,7522,NA,NA,"yes"
