"ISO3","Area","Country Group","UN Region","EBRD Region","type","Item","unit","year","value","cpc_group","isscaap","grouped"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","BRACKISHWATER","Crustaceans","Q_tlw",2016,40,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","BRACKISHWATER","Crustaceans","Q_tlw",2017,120,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","BRACKISHWATER","Crustaceans","Q_tlw",2018,90,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","BRACKISHWATER","Crustaceans","Q_tlw",2019,99,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","BRACKISHWATER","Crustaceans","Q_tlw",2020,89.484,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","BRACKISHWATER","Crustaceans","Q_tlw",2021,91,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","BRACKISHWATER","Crustaceans","Q_tlw",2022,90,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","BRACKISHWATER","Fish","Q_tlw",1992,3481,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","BRACKISHWATER","Fish","Q_tlw",1993,3390,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","BRACKISHWATER","Fish","Q_tlw",1994,2830,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","BRACKISHWATER","Fish","Q_tlw",1995,2730,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","BRACKISHWATER","Fish","Q_tlw",1999,2,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","BRACKISHWATER","Fish","Q_tlw",2003,0,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","BRACKISHWATER","Fish","Q_tlw",2004,0,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","BRACKISHWATER","Fish","Q_tlw",2005,0,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","BRACKISHWATER","Fish","Q_tlw",2006,0,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","BRACKISHWATER","Fish","Q_tlw",2007,0,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","BRACKISHWATER","Fish","Q_tlw",2008,0,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","BRACKISHWATER","Fish","Q_tlw",2009,0,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","BRACKISHWATER","Fish","Q_tlw",2010,0,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","BRACKISHWATER","Fish","Q_tlw",2011,0,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","BRACKISHWATER","Fish","Q_tlw",2012,0,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","BRACKISHWATER","Fish","Q_tlw",2013,0,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","BRACKISHWATER","Fish","Q_tlw",2014,0,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","BRACKISHWATER","Fish","Q_tlw",2015,0,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","BRACKISHWATER","Fish","Q_tlw",2016,0,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","BRACKISHWATER","Fish","Q_tlw",2017,0,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","BRACKISHWATER","Fish","Q_tlw",2018,0,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","BRACKISHWATER","Fish","Q_tlw",2019,0,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","BRACKISHWATER","Fish","Q_tlw",2020,0,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","BRACKISHWATER","Fish","Q_tlw",2021,0,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Crustaceans","Q_tlw",1992,15040,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Crustaceans","Q_tlw",1993,17508,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Crustaceans","Q_tlw",1994,12581,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Crustaceans","Q_tlw",1995,20769,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Crustaceans","Q_tlw",1996,16680,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Crustaceans","Q_tlw",1997,27163,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Crustaceans","Q_tlw",1998,26215,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Crustaceans","Q_tlw",1999,35294,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Crustaceans","Q_tlw",2000,25596,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Crustaceans","Q_tlw",2001,25787,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Crustaceans","Q_tlw",2002,35711,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Crustaceans","Q_tlw",2003,34327,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Crustaceans","Q_tlw",2004,28552,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Crustaceans","Q_tlw",2005,33922,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Crustaceans","Q_tlw",2006,37464,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Crustaceans","Q_tlw",2007,25843,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Crustaceans","Q_tlw",2008,20063,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Crustaceans","Q_tlw",2009,27958,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Crustaceans","Q_tlw",2010,29163,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Crustaceans","Q_tlw",2011,28504,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Crustaceans","Q_tlw",2012,31976,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Crustaceans","Q_tlw",2013,33216,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Crustaceans","Q_tlw",2014,34143,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Crustaceans","Q_tlw",2015,35673,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Crustaceans","Q_tlw",2016,33751,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Crustaceans","Q_tlw",2017,60500.3,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Crustaceans","Q_tlw",2018,60903,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Crustaceans","Q_tlw",2019,55845.66499999999,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Crustaceans","Q_tlw",2020,53008.646,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Crustaceans","Q_tlw",2021,54951,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Crustaceans","Q_tlw",2022,53166,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Fish","Q_tlw",1992,286276,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Fish","Q_tlw",1993,220901,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Fish","Q_tlw",1994,253621,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Fish","Q_tlw",1995,328713,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Fish","Q_tlw",1996,321310,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Fish","Q_tlw",1997,360760,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Fish","Q_tlw",1998,434452,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Fish","Q_tlw",1999,420334,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Fish","Q_tlw",2000,415781,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Fish","Q_tlw",2001,424086,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Fish","Q_tlw",2002,442500,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Fish","Q_tlw",2003,437766,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Fish","Q_tlw",2004,433496,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Fish","Q_tlw",2005,486298,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Fish","Q_tlw",2006,512065,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Fish","Q_tlw",2007,501461,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Fish","Q_tlw",2008,578349,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Fish","Q_tlw",2009,566971,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Fish","Q_tlw",2010,584162,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Fish","Q_tlw",2011,602768,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Fish","Q_tlw",2012,631441,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Fish","Q_tlw",2013,682644,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Fish","Q_tlw",2014,719099,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Fish","Q_tlw",2015,668485,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Fish","Q_tlw",2016,695083,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Fish","Q_tlw",2017,850438.67,NA,NA,"yes"
"NGA","Nigeria","Western Africa","Western Africa","Sub-Saharan Africa","CAPTURE","Fish","Q_tlw",2018,811981,NA,NA,"yes"
