"ISO3","Area","Country Group","UN Region","EBRD Region","type","Item","unit","year","value","cpc_group","isscaap","grouped"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","CAPTURE","Fish","Q_tlw",1992,195,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","CAPTURE","Fish","Q_tlw",1993,164,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","CAPTURE","Fish","Q_tlw",1994,196,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","CAPTURE","Fish","Q_tlw",1995,208,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","CAPTURE","Fish","Q_tlw",1996,78,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","CAPTURE","Fish","Q_tlw",1997,130,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","CAPTURE","Fish","Q_tlw",1998,131,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","CAPTURE","Fish","Q_tlw",1999,135,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","CAPTURE","Fish","Q_tlw",2000,208,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","CAPTURE","Fish","Q_tlw",2001,128,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","CAPTURE","Fish","Q_tlw",2002,148,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","CAPTURE","Fish","Q_tlw",2003,162,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","CAPTURE","Fish","Q_tlw",2004,213,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","CAPTURE","Fish","Q_tlw",2005,271,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","CAPTURE","Fish","Q_tlw",2006,147,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","CAPTURE","Fish","Q_tlw",2007,177,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","CAPTURE","Fish","Q_tlw",2008,166,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","CAPTURE","Fish","Q_tlw",2009,222,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","CAPTURE","Fish","Q_tlw",2010,236,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","CAPTURE","Fish","Q_tlw",2011,268,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","CAPTURE","Fish","Q_tlw",2012,249,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","CAPTURE","Fish","Q_tlw",2013,334,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","CAPTURE","Fish","Q_tlw",2014,282,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","CAPTURE","Fish","Q_tlw",2015,350,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","CAPTURE","Fish","Q_tlw",2016,122,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","CAPTURE","Fish","Q_tlw",2017,87,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","CAPTURE","Fish","Q_tlw",2018,140,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","CAPTURE","Fish","Q_tlw",2019,399.5,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","CAPTURE","Fish","Q_tlw",2020,472.875,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","CAPTURE","Fish","Q_tlw",2021,514,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","CAPTURE","Fish","Q_tlw",2022,447,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","FRESHWATER","Fish","Q_tlw",1992,899,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","FRESHWATER","Fish","Q_tlw",1993,752,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","FRESHWATER","Fish","Q_tlw",1994,744,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","FRESHWATER","Fish","Q_tlw",1995,829,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","FRESHWATER","Fish","Q_tlw",1996,526,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","FRESHWATER","Fish","Q_tlw",1997,538,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","FRESHWATER","Fish","Q_tlw",1998,652,NA,NA,"yes"
"MKD","North Macedonia","Southern Europe","Southern Europe","South-eastern Europe","FRESHWATER","Fish","Q_tlw",1999,1170,NA,NA,"yes"
