"ISO3","Area","Country Group","UN Region","EBRD Region","type","Item","unit","year","value","cpc_group","isscaap","grouped"
"GUF","French Guiana","South America","South America",NA,"CAPTURE","Crustaceans","Q_tlw",1992,3987,NA,NA,"yes"
"GUF","French Guiana","South America","South America",NA,"CAPTURE","Crustaceans","Q_tlw",1993,3431,NA,NA,"yes"
"GUF","French Guiana","South America","South America",NA,"CAPTURE","Crustaceans","Q_tlw",1994,4241,NA,NA,"yes"
"GUF","French Guiana","South America","South America",NA,"CAPTURE","Crustaceans","Q_tlw",1995,4455,NA,NA,"yes"
"GUF","French Guiana","South America","South America",NA,"CAPTURE","Crustaceans","Q_tlw",1996,4377,NA,NA,"yes"
"GUF","French Guiana","South America","South America",NA,"CAPTURE","Crustaceans","Q_tlw",1997,4102,NA,NA,"yes"
"GUF","French Guiana","South America","South America",NA,"CAPTURE","Crustaceans","Q_tlw",1998,4209,NA,NA,"yes"
"GUF","French Guiana","South America","South America",NA,"CAPTURE","Crustaceans","Q_tlw",1999,3771,NA,NA,"yes"
"GUF","French Guiana","South America","South America",NA,"CAPTURE","Crustaceans","Q_tlw",2000,2737,NA,NA,"yes"
"GUF","French Guiana","South America","South America",NA,"CAPTURE","Crustaceans","Q_tlw",2001,2699,NA,NA,"yes"
"GUF","French Guiana","South America","South America",NA,"CAPTURE","Crustaceans","Q_tlw",2002,3082,NA,NA,"yes"
"GUF","French Guiana","South America","South America",NA,"CAPTURE","Crustaceans","Q_tlw",2003,3565,NA,NA,"yes"
"GUF","French Guiana","South America","South America",NA,"CAPTURE","Crustaceans","Q_tlw",2004,3364,NA,NA,"yes"
"GUF","French Guiana","South America","South America",NA,"CAPTURE","Crustaceans","Q_tlw",2005,2964,NA,NA,"yes"
"GUF","French Guiana","South America","South America",NA,"CAPTURE","Crustaceans","Q_tlw",2006,2239,NA,NA,"yes"
"GUF","French Guiana","South America","South America",NA,"CAPTURE","Crustaceans","Q_tlw",2007,2379,NA,NA,"yes"
