"ISO3","Area","Country Group","UN Region","EBRD Region","type","Item","unit","year","value","cpc_group","isscaap","grouped"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",1992,120,NA,NA,"yes"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",1993,165,NA,NA,"yes"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",1994,184,NA,NA,"yes"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",1995,158,NA,NA,"yes"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",1996,221,NA,NA,"yes"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",1997,180,NA,NA,"yes"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",1998,311,NA,NA,"yes"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",1999,524,NA,NA,"yes"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",2000,425,NA,NA,"yes"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",2001,290,NA,NA,"yes"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",2002,263,NA,NA,"yes"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",2003,382,NA,NA,"yes"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",2004,305,NA,NA,"yes"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",2005,366,NA,NA,"yes"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",2006,326,NA,NA,"yes"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",2007,185,NA,NA,"yes"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",2008,88,NA,NA,"yes"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",2009,90,NA,NA,"yes"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",2010,100,NA,NA,"yes"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",2011,80,NA,NA,"yes"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",2012,61,NA,NA,"yes"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",2013,55,NA,NA,"yes"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",2014,49,NA,NA,"yes"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",2015,63,NA,NA,"yes"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",2016,15,NA,NA,"yes"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",2017,22,NA,NA,"yes"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",2018,25,NA,NA,"yes"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",2019,30,NA,NA,"yes"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",2020,25,NA,NA,"yes"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",2021,0,NA,NA,"yes"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",2022,0,NA,NA,"yes"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",1992,120,"Fish","Miscellaneous freshwater fishes","no"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",1993,165,"Fish","Miscellaneous freshwater fishes","no"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",1994,184,"Fish","Miscellaneous freshwater fishes","no"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",1995,158,"Fish","Miscellaneous freshwater fishes","no"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",1996,221,"Fish","Miscellaneous freshwater fishes","no"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",1997,180,"Fish","Miscellaneous freshwater fishes","no"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",1998,311,"Fish","Miscellaneous freshwater fishes","no"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",1999,524,"Fish","Miscellaneous freshwater fishes","no"
"MNG","Mongolia","Eastern Asia","Eastern Asia","Central Asia","CAPTURE","Fish","Q_tlw",2000,425,"Fish","Miscellaneous freshwater fishes","no"
