"ISO3","Area","Country Group","type","Item","unit","year","value","cpc_group","isscaap","grouped"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2014,226878,"Other aquatic invertebrates","Miscellaneous aquatic invertebrates","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2015,225966,"Other aquatic invertebrates","Miscellaneous aquatic invertebrates","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2016,211366,"Other aquatic invertebrates","Miscellaneous aquatic invertebrates","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2017,194207,"Other aquatic invertebrates","Miscellaneous aquatic invertebrates","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2018,183103,"Other aquatic invertebrates","Miscellaneous aquatic invertebrates","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2019,163439,"Other aquatic invertebrates","Miscellaneous aquatic invertebrates","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2020,143755,"Other aquatic invertebrates","Miscellaneous aquatic invertebrates","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2021,153253,"Other aquatic invertebrates","Miscellaneous aquatic invertebrates","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2022,157738,"Other aquatic invertebrates","Miscellaneous aquatic invertebrates","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2012,0,"Other aquatic invertebrates","Sea-squirts and other tunicates","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2013,0,"Other aquatic invertebrates","Sea-squirts and other tunicates","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2014,0,"Other aquatic invertebrates","Sea-squirts and other tunicates","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2015,0,"Other aquatic invertebrates","Sea-squirts and other tunicates","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2016,0,"Other aquatic invertebrates","Sea-squirts and other tunicates","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2017,1156.769,"Other aquatic invertebrates","Sea-squirts and other tunicates","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2018,0,"Other aquatic invertebrates","Sea-squirts and other tunicates","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2019,0.505,"Other aquatic invertebrates","Sea-squirts and other tunicates","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2020,0.776,"Other aquatic invertebrates","Sea-squirts and other tunicates","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2021,0,"Other aquatic invertebrates","Sea-squirts and other tunicates","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2022,0.002,"Other aquatic invertebrates","Sea-squirts and other tunicates","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",1992,50,"Other aquatic invertebrates","Sea-urchins and other echinoderms","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",1993,100,"Other aquatic invertebrates","Sea-urchins and other echinoderms","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",1994,150,"Other aquatic invertebrates","Sea-urchins and other echinoderms","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",1995,150,"Other aquatic invertebrates","Sea-urchins and other echinoderms","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",1996,200,"Other aquatic invertebrates","Sea-urchins and other echinoderms","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",1997,185,"Other aquatic invertebrates","Sea-urchins and other echinoderms","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",1998,177,"Other aquatic invertebrates","Sea-urchins and other echinoderms","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",1999,173,"Other aquatic invertebrates","Sea-urchins and other echinoderms","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2000,172,"Other aquatic invertebrates","Sea-urchins and other echinoderms","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2001,171,"Other aquatic invertebrates","Sea-urchins and other echinoderms","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2002,170,"Other aquatic invertebrates","Sea-urchins and other echinoderms","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2003,170,"Other aquatic invertebrates","Sea-urchins and other echinoderms","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2004,170,"Other aquatic invertebrates","Sea-urchins and other echinoderms","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2005,170,"Other aquatic invertebrates","Sea-urchins and other echinoderms","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2006,170,"Other aquatic invertebrates","Sea-urchins and other echinoderms","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2007,170,"Other aquatic invertebrates","Sea-urchins and other echinoderms","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2008,170,"Other aquatic invertebrates","Sea-urchins and other echinoderms","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2009,170,"Other aquatic invertebrates","Sea-urchins and other echinoderms","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2010,180,"Other aquatic invertebrates","Sea-urchins and other echinoderms","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2011,180,"Other aquatic invertebrates","Sea-urchins and other echinoderms","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2012,180,"Other aquatic invertebrates","Sea-urchins and other echinoderms","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2013,190,"Other aquatic invertebrates","Sea-urchins and other echinoderms","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2014,190,"Other aquatic invertebrates","Sea-urchins and other echinoderms","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2015,195,"Other aquatic invertebrates","Sea-urchins and other echinoderms","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2016,200,"Other aquatic invertebrates","Sea-urchins and other echinoderms","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2017,200,"Other aquatic invertebrates","Sea-urchins and other echinoderms","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2018,200,"Other aquatic invertebrates","Sea-urchins and other echinoderms","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2019,200,"Other aquatic invertebrates","Sea-urchins and other echinoderms","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2020,200,"Other aquatic invertebrates","Sea-urchins and other echinoderms","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2021,200,"Other aquatic invertebrates","Sea-urchins and other echinoderms","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2022,200,"Other aquatic invertebrates","Sea-urchins and other echinoderms","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2011,1.15,"Other aquatic plants and animals","Corals","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2012,21,"Other aquatic plants and animals","Corals","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2013,12.3,"Other aquatic plants and animals","Corals","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2014,13.36,"Other aquatic plants and animals","Corals","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2015,0.7799999999999999,"Other aquatic plants and animals","Corals","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2016,0.54,"Other aquatic plants and animals","Corals","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2017,0.6,"Other aquatic plants and animals","Corals","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2018,0.6,"Other aquatic plants and animals","Corals","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2019,0,"Other aquatic plants and animals","Corals","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2020,0,"Other aquatic plants and animals","Corals","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic invertebrates","Q_tlw",2021,0,"Other aquatic plants and animals","Corals","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic plants","Q_tlw",1992,100000,"Other aquatic plants and animals","Miscellaneous aquatic plants","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic plants","Q_tlw",1993,124250,"Other aquatic plants and animals","Miscellaneous aquatic plants","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic plants","Q_tlw",1994,151000,"Other aquatic plants and animals","Miscellaneous aquatic plants","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic plants","Q_tlw",1995,150000,"Other aquatic plants and animals","Miscellaneous aquatic plants","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic plants","Q_tlw",1996,151630,"Other aquatic plants and animals","Miscellaneous aquatic plants","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic plants","Q_tlw",1997,170300,"Other aquatic plants and animals","Miscellaneous aquatic plants","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic plants","Q_tlw",1998,151130,"Other aquatic plants and animals","Miscellaneous aquatic plants","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic plants","Q_tlw",1999,186960,"Other aquatic plants and animals","Miscellaneous aquatic plants","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic plants","Q_tlw",2000,175260,"Other aquatic plants and animals","Miscellaneous aquatic plants","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic plants","Q_tlw",2001,227680,"Other aquatic plants and animals","Miscellaneous aquatic plants","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic plants","Q_tlw",2002,252820,"Other aquatic plants and animals","Miscellaneous aquatic plants","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic plants","Q_tlw",2003,251660,"Other aquatic plants and animals","Miscellaneous aquatic plants","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic plants","Q_tlw",2004,321440,"Other aquatic plants and animals","Miscellaneous aquatic plants","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic plants","Q_tlw",2005,261790,"Other aquatic plants and animals","Miscellaneous aquatic plants","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic plants","Q_tlw",2006,270410,"Other aquatic plants and animals","Miscellaneous aquatic plants","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic plants","Q_tlw",2007,328600,"Other aquatic plants and animals","Miscellaneous aquatic plants","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic plants","Q_tlw",2008,366100,"Other aquatic plants and animals","Miscellaneous aquatic plants","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic plants","Q_tlw",2009,276170,"Other aquatic plants and animals","Miscellaneous aquatic plants","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic plants","Q_tlw",2010,246620,"Other aquatic plants and animals","Miscellaneous aquatic plants","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic plants","Q_tlw",2011,274060,"Other aquatic plants and animals","Miscellaneous aquatic plants","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic plants","Q_tlw",2012,257640,"Other aquatic plants and animals","Miscellaneous aquatic plants","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic plants","Q_tlw",2013,283010,"Other aquatic plants and animals","Miscellaneous aquatic plants","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic plants","Q_tlw",2014,245550,"Other aquatic plants and animals","Miscellaneous aquatic plants","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic plants","Q_tlw",2015,261770,"Other aquatic plants and animals","Miscellaneous aquatic plants","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic plants","Q_tlw",2016,231707,"Other aquatic plants and animals","Miscellaneous aquatic plants","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic plants","Q_tlw",2017,203490,"Other aquatic plants and animals","Miscellaneous aquatic plants","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic plants","Q_tlw",2018,183490,"Other aquatic plants and animals","Miscellaneous aquatic plants","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic plants","Q_tlw",2019,174450,"Other aquatic plants and animals","Miscellaneous aquatic plants","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic plants","Q_tlw",2020,219780,"Other aquatic plants and animals","Miscellaneous aquatic plants","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic plants","Q_tlw",2021,204380,"Other aquatic plants and animals","Miscellaneous aquatic plants","no"
"CHN","China","Eastern Asia","CAPTURE","Aquatic plants","Q_tlw",2022,193980,"Other aquatic plants and animals","Miscellaneous aquatic plants","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",1992,169262,"Crustaceans","Crabs, sea-spiders","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",1993,132264,"Crustaceans","Crabs, sea-spiders","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",1994,292102,"Crustaceans","Crabs, sea-spiders","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",1995,268653,"Crustaceans","Crabs, sea-spiders","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",1996,334682,"Crustaceans","Crabs, sea-spiders","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",1997,262205,"Crustaceans","Crabs, sea-spiders","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",1998,279027,"Crustaceans","Crabs, sea-spiders","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",1999,280032,"Crustaceans","Crabs, sea-spiders","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2000,335578,"Crustaceans","Crabs, sea-spiders","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2001,335263,"Crustaceans","Crabs, sea-spiders","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2002,348150,"Crustaceans","Crabs, sea-spiders","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2003,490015,"Crustaceans","Crabs, sea-spiders","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2004,510985,"Crustaceans","Crabs, sea-spiders","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2005,536457,"Crustaceans","Crabs, sea-spiders","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2006,590000,"Crustaceans","Crabs, sea-spiders","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2007,557238,"Crustaceans","Crabs, sea-spiders","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2008,548833,"Crustaceans","Crabs, sea-spiders","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2009,543565,"Crustaceans","Crabs, sea-spiders","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2010,593534,"Crustaceans","Crabs, sea-spiders","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2011,618201,"Crustaceans","Crabs, sea-spiders","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2012,647329,"Crustaceans","Crabs, sea-spiders","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2013,734605,"Crustaceans","Crabs, sea-spiders","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2014,864674,"Crustaceans","Crabs, sea-spiders","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2015,843875,"Crustaceans","Crabs, sea-spiders","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2016,747430,"Crustaceans","Crabs, sea-spiders","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2017,723695,"Crustaceans","Crabs, sea-spiders","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2018,669498,"Crustaceans","Crabs, sea-spiders","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2019,647462,"Crustaceans","Crabs, sea-spiders","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2020,604473,"Crustaceans","Crabs, sea-spiders","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2021,647122,"Crustaceans","Crabs, sea-spiders","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2022,647691,"Crustaceans","Crabs, sea-spiders","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",1992,123818,"Crustaceans","Freshwater crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",1993,154891,"Crustaceans","Freshwater crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",1994,203372,"Crustaceans","Freshwater crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",1995,270536,"Crustaceans","Freshwater crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",1996,364441,"Crustaceans","Freshwater crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",1997,447561,"Crustaceans","Freshwater crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",1998,541566,"Crustaceans","Freshwater crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",1999,402409,"Crustaceans","Freshwater crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2000,463549,"Crustaceans","Freshwater crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2001,510910,"Crustaceans","Freshwater crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2002,670942,"Crustaceans","Freshwater crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2003,281204,"Crustaceans","Freshwater crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2004,267179,"Crustaceans","Freshwater crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2005,299506,"Crustaceans","Freshwater crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2006,325599,"Crustaceans","Freshwater crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2007,347074,"Crustaceans","Freshwater crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2008,329148,"Crustaceans","Freshwater crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2009,327813,"Crustaceans","Freshwater crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2010,343320,"Crustaceans","Freshwater crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2011,323979,"Crustaceans","Freshwater crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2012,343906,"Crustaceans","Freshwater crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2013,340607,"Crustaceans","Freshwater crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2014,327704,"Crustaceans","Freshwater crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2015,310986,"Crustaceans","Freshwater crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2016,286597,"Crustaceans","Freshwater crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2017,289326,"Crustaceans","Freshwater crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2018,258511,"Crustaceans","Freshwater crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2019,234810,"Crustaceans","Freshwater crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2020,161831,"Crustaceans","Freshwater crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2021,123156,"Crustaceans","Freshwater crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2022,123564,"Crustaceans","Freshwater crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",1992,0,"Crustaceans","Krill, planktonic crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",1993,0,"Crustaceans","Krill, planktonic crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",1994,0,"Crustaceans","Krill, planktonic crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",1995,0,"Crustaceans","Krill, planktonic crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",1996,0,"Crustaceans","Krill, planktonic crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",1997,0,"Crustaceans","Krill, planktonic crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",1998,0,"Crustaceans","Krill, planktonic crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",1999,0,"Crustaceans","Krill, planktonic crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2000,0,"Crustaceans","Krill, planktonic crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2001,0,"Crustaceans","Krill, planktonic crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2002,0,"Crustaceans","Krill, planktonic crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2003,0,"Crustaceans","Krill, planktonic crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2004,0,"Crustaceans","Krill, planktonic crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2005,0,"Crustaceans","Krill, planktonic crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2006,0,"Crustaceans","Krill, planktonic crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2007,0,"Crustaceans","Krill, planktonic crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2008,0,"Crustaceans","Krill, planktonic crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2009,0,"Crustaceans","Krill, planktonic crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2010,1956,"Crustaceans","Krill, planktonic crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2011,16020,"Crustaceans","Krill, planktonic crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2012,4469.151,"Crustaceans","Krill, planktonic crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2013,34811.431,"Crustaceans","Krill, planktonic crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2014,51188.958,"Crustaceans","Krill, planktonic crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2015,35426.903,"Crustaceans","Krill, planktonic crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2016,65018.205,"Crustaceans","Krill, planktonic crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2017,38112.515999999996,"Crustaceans","Krill, planktonic crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2018,40753.786,"Crustaceans","Krill, planktonic crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2019,54618.39,"Crustaceans","Krill, planktonic crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2020,114114.658,"Crustaceans","Krill, planktonic crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2021,47604.935,"Crustaceans","Krill, planktonic crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2022,59194.089,"Crustaceans","Krill, planktonic crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",1992,498434,"Crustaceans","Miscellaneous marine crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",1993,754006,"Crustaceans","Miscellaneous marine crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",1994,755775,"Crustaceans","Miscellaneous marine crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",1995,852257,"Crustaceans","Miscellaneous marine crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",1996,914672,"Crustaceans","Miscellaneous marine crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",1997,1004149,"Crustaceans","Miscellaneous marine crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",1998,1091463,"Crustaceans","Miscellaneous marine crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",1999,981539,"Crustaceans","Miscellaneous marine crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2000,1041234,"Crustaceans","Miscellaneous marine crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2001,1079209,"Crustaceans","Miscellaneous marine crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2002,1033492,"Crustaceans","Miscellaneous marine crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2003,246961,"Crustaceans","Miscellaneous marine crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2004,270452,"Crustaceans","Miscellaneous marine crustaceans","no"
"CHN","China","Eastern Asia","CAPTURE","Crustaceans","Q_tlw",2005,261806,"Crustaceans","Miscellaneous marine crustaceans","no"
