"ISO3","Area","Country Group","UN Region","EBRD Region","type","Item","unit","year","value","cpc_group","isscaap","grouped"
"KHM","Cambodia","South-eastern Asia","South-eastern Asia",NA,"BRACKISHWATER","Crustaceans","Q_tlw",1993,500,NA,NA,"yes"
"KHM","Cambodia","South-eastern Asia","South-eastern Asia",NA,"BRACKISHWATER","Crustaceans","Q_tlw",1994,560,NA,NA,"yes"
"KHM","Cambodia","South-eastern Asia","South-eastern Asia",NA,"BRACKISHWATER","Crustaceans","Q_tlw",1995,731,NA,NA,"yes"
"KHM","Cambodia","South-eastern Asia","South-eastern Asia",NA,"BRACKISHWATER","Crustaceans","Q_tlw",1996,600,NA,NA,"yes"
"KHM","Cambodia","South-eastern Asia","South-eastern Asia",NA,"BRACKISHWATER","Crustaceans","Q_tlw",1997,266,NA,NA,"yes"
"KHM","Cambodia","South-eastern Asia","South-eastern Asia",NA,"BRACKISHWATER","Crustaceans","Q_tlw",1998,197,NA,NA,"yes"
"KHM","Cambodia","South-eastern Asia","South-eastern Asia",NA,"BRACKISHWATER","Crustaceans","Q_tlw",1999,62,NA,NA,"yes"
"KHM","Cambodia","South-eastern Asia","South-eastern Asia",NA,"BRACKISHWATER","Crustaceans","Q_tlw",2000,20,NA,NA,"yes"
"KHM","Cambodia","South-eastern Asia","South-eastern Asia",NA,"BRACKISHWATER","Crustaceans","Q_tlw",2001,143,NA,NA,"yes"
"KHM","Cambodia","South-eastern Asia","South-eastern Asia",NA,"BRACKISHWATER","Crustaceans","Q_tlw",2002,53,NA,NA,"yes"
"KHM","Cambodia","South-eastern Asia","South-eastern Asia",NA,"BRACKISHWATER","Crustaceans","Q_tlw",2003,90,NA,NA,"yes"
"KHM","Cambodia","South-eastern Asia","South-eastern Asia",NA,"BRACKISHWATER","Crustaceans","Q_tlw",2004,75,NA,NA,"yes"
"KHM","Cambodia","South-eastern Asia","South-eastern Asia",NA,"BRACKISHWATER","Crustaceans","Q_tlw",2005,110,NA,NA,"yes"
"KHM","Cambodia","South-eastern Asia","South-eastern Asia",NA,"BRACKISHWATER","Crustaceans","Q_tlw",2006,40,NA,NA,"yes"
