"de_recipientcode","donor_name","flow_name","sector_group","year","usd_disbursement","usd_disbursement_defl"
"KWT","France","ODA Grants","Education",1994,0.898579,1.266891
"KWT","France","ODA Grants","Education",1995,7.922866,9.927106
"KWT","France","ODA Grants","Emergency Response",1995,0.409389,0.512952
"KWT","France","ODA Grants","Other Multisector",1994,0.025576,0.036059
"KWT","France","ODA Grants","Other Multisector",1995,0.037453,0.046927
"KWT","France","ODA Grants","Other Social Infrastructure & Services",1994,0.087895,0.123921
"KWT","France","ODA Grants","Other Social Infrastructure & Services",1995,1.585358,1.9864039999999998
"KWT","Sweden","ODA Grants","Unallocated / Unspecified",1995,0,0
