"de_recipientcode","donor_name","flow_name","sector_group","year","usd_disbursement","usd_disbursement_defl"
"QAT","France","ODA Grants","Education",1994,0.489184,0.689692
"QAT","France","ODA Grants","Other Multisector",1994,0.036203,0.051041
"QAT","France","ODA Grants","Other Multisector",1995,0.039256,0.049187
"QAT","France","ODA Grants","Other Social Infrastructure & Services",1994,0.292503,0.412393
"QAT","France","ODA Grants","Other Social Infrastructure & Services",1995,0.215503,0.270018
"QAT","Islamic Development Bank","Other Official Flows (non Export Credit)","Industry, Mining, Construction",1995,0,0
