"de_recipientcode","donor_name","flow_name","sector_group","year","usd_disbursement","usd_disbursement_defl"
"MAC","France","ODA Grants","Other Social Infrastructure & Services",1995,8.58e-4,0.001075
"MAC","Netherlands","ODA Grants","Energy",1993,0,0
"MAC","Netherlands","ODA Grants","General Environment Protection",1993,0,0
"MAC","Netherlands","ODA Grants","Unallocated / Unspecified",1993,0,0
"MAC","Portugal","ODA Grants","Communications",1999,0,0
"MAC","United States","ODA Grants","Transport & Storage",1999,0,0
