"ISO3","Area","Item","Group","sector","agrifood","Year","Total","CO2","N2O","CH4","F-gases"
"FIN","Finland","Energy","Not agri-food","yes","no",1992,49751091.4,47122529,1011178.9,1617383.5,NA
"FIN","Finland","Energy","Not agri-food","yes","no",1993,52880807.800000004,50235622.1,1099086.9,1546098.8,NA
"FIN","Finland","Energy","Not agri-food","yes","no",1994,59911085.9,57243571.9,1163945.7,1503568.2999999998,NA
"FIN","Finland","Energy","Not agri-food","yes","no",1995,55919497.1,53221576,1279284.4,1418636.7,NA
"FIN","Finland","Energy","Not agri-food","yes","no",1996,63952729,61223948,1360061.3,1368719.7000000002,NA
"FIN","Finland","Energy","Not agri-food","yes","no",1997,62553287,59863929,1382637.3,1306720.7000000002,NA
"FIN","Finland","Energy","Not agri-food","yes","no",1998,59300442.4,56815801,1242764.3,1241877.0999999999,NA
"FIN","Finland","Energy","Not agri-food","yes","no",1999,57479147.3,55146492,1176037.5,1156617.8,NA
"FIN","Finland","Energy","Not agri-food","yes","no",2000,54336606.9,51886678,1362525,1087403.9,NA
"FIN","Finland","Energy","Not agri-food","yes","no",2001,59113277.1,56299348,1752216.7999999998,1061712.2999999998,NA
"FIN","Finland","Energy","Not agri-food","yes","no",2002,64090917,61183279,1873904.0999999999,1033733.8999999999,NA
"FIN","Finland","Energy","Not agri-food","yes","no",2003,71724016.5,68702948,2028078.8,992989.7,NA
"FIN","Finland","Energy","Not agri-food","yes","no",2004,69789796.8,66919697,1907896,962203.8,NA
"FIN","Finland","Energy","Not agri-food","yes","no",2005,56965576.9,54537454,1527819.3,900303.6,NA
"FIN","Finland","Energy","Not agri-food","yes","no",2006,68217205.7,65382962.1,1912592.7,921650.9,NA
"FIN","Finland","Energy","Not agri-food","yes","no",2007,66231355.2,63307993,2024107.2,899255,NA
"FIN","Finland","Energy","Not agri-food","yes","no",2008,59243393.900000006,56638176.900000006,1692406.9,912810.1,NA
"FIN","Finland","Energy","Not agri-food","yes","no",2009,55804245.8,53343236,1547504.2000000002,913505.6,NA
"FIN","Finland","Energy","Not agri-food","yes","no",2010,64729438.300000004,61768684.900000006,1938637.7,1022115.7,NA
"FIN","Finland","Energy","Not agri-food","yes","no",2011,59001813,56333582,1741088.9,927142.1,NA
"FIN","Finland","Energy","Not agri-food","yes","no",2012,51166314.400000006,48684961.900000006,1494146.0999999999,987206.4,NA
"FIN","Finland","Energy","Not agri-food","yes","no",2013,50025160.900000006,47652946.10000001,1400454.9,971759.9,NA
"FIN","Finland","Energy","Not agri-food","yes","no",2014,49835010.699999996,47438495.099999994,1423423.1,973092.5,NA
"FIN","Finland","Energy","Not agri-food","yes","no",2015,45127731,42823696.1,1370012.4000000001,934022.5,NA
"FIN","Finland","Energy","Not agri-food","yes","no",2016,47401444.199999996,45026039.99999999,1395166.0999999999,980238.1,NA
"FIN","Finland","Energy","Not agri-food","yes","no",2017,44882798,42529734.1,1362115.5,990948.4,NA
"FIN","Finland","Energy","Not agri-food","yes","no",2018,45938774,43459784.1,1485081.9,993908,NA
"FIN","Finland","Energy","Not agri-food","yes","no",2019,42292627.4,39890466,1408545.4,993616,NA
"FIN","Finland","Energy","Not agri-food","yes","no",2020,38918629.699999996,36797659.99999999,1196068.4000000001,924901.3,NA
