"ISO3","Item","Group","charted","Year","tCO2eq_total","tCO2eq_N2O","tCO2eq_CH4","tCO2eq_Fgases"
"AFG","Energy","Not agri-food","yes",1992,1649591,13574.400000000001,195417.69999999998,NA
"AFG","Energy","Not agri-food","yes",1993,1648808.0999999999,13627.1,191089.30000000002,NA
"AFG","Energy","Not agri-food","yes",1994,1626490.7,13648.099999999999,205426.4,NA
"AFG","Energy","Not agri-food","yes",1995,1641647.5,17305.399999999998,249921.5,NA
"AFG","Energy","Not agri-food","yes",1996,1626764.4,19156,280873.4,NA
"AFG","Energy","Not agri-food","yes",1997,1574805,19990.5,294096.8,NA
"AFG","Energy","Not agri-food","yes",1998,1562988.2,20240.5,307703.19999999995,NA
"AFG","Energy","Not agri-food","yes",1999,1390071.8,20940,321093,NA
"AFG","Energy","Not agri-food","yes",2000,1409390.5999999999,21621.7,347064.8,NA
"AFG","Energy","Not agri-food","yes",2001,1429886.7,21738.600000000002,341466.60000000003,NA
"AFG","Energy","Not agri-food","yes",2002,1738553.1,21689.800000000003,370713.5,NA
"AFG","Energy","Not agri-food","yes",2003,1934904.9,23271.7,357422.1,NA
"AFG","Energy","Not agri-food","yes",2004,1605116.5,23229.600000000002,353325.4,NA
"AFG","Energy","Not agri-food","yes",2005,2295386.7,25565.8,384777.10000000003,NA
"AFG","Energy","Not agri-food","yes",2006,2564100.9,28023.800000000003,383321.5,NA
"AFG","Energy","Not agri-food","yes",2007,3327335.0999999996,33743.1,500640.8,NA
"AFG","Energy","Not agri-food","yes",2008,4873157.6,53902,576766.4,NA
"AFG","Energy","Not agri-food","yes",2009,7096253.899999999,79746.7,626859,NA
"AFG","Energy","Not agri-food","yes",2010,9267052.2,99787.59999999999,793406.2000000001,NA
"AFG","Energy","Not agri-food","yes",2011,13150211.7,119972.9,1172499.8,NA
"AFG","Energy","Not agri-food","yes",2012,11209715.899999999,110328.2,1062849.6,NA
"AFG","Energy","Not agri-food","yes",2013,10457865.5,86491.1,1123196.6,NA
"AFG","Energy","Not agri-food","yes",2014,10458444.5,77571,1206831.7,NA
"AFG","Energy","Not agri-food","yes",2015,10992538.1,80835.9,1128603.1,NA
"AFG","Energy","Not agri-food","yes",2016,10392699.7,70254.3,1289348.6,NA
"AFG","Energy","Not agri-food","yes",2017,11471769.8,72556.2,1528159.7,NA
"AFG","Energy","Not agri-food","yes",2018,12535500.1,74999,1651074.1,NA
"AFG","Energy","Not agri-food","yes",2019,12672215.1,71714.9,1515493.2,NA
"AFG","Energy","Not agri-food","yes",2020,12662141.2,60336.3,755530.9,NA
"AFG","Energy","Not agri-food","yes",2021,12693891.4,62011.299999999996,1229541.0999999999,NA
"AFG","Energy","Not agri-food","yes",2022,13046451,62464.3,1208492.7,NA
"AFG","Energy","Not agri-food","yes",2030,NA,NA,NA,NA
"AFG","Energy","Not agri-food","yes",2050,NA,NA,NA,NA
"AFG","IPPU","Not agri-food","yes",1992,204487.1,1116.5,0,1754.5
"AFG","IPPU","Not agri-food","yes",1993,182566.5,1205.4,0,2831.9
"AFG","IPPU","Not agri-food","yes",1994,165690.9,1291.5,0,6663.299999999999
"AFG","IPPU","Not agri-food","yes",1995,160068.5,1365.5,0,11442.7
"AFG","IPPU","Not agri-food","yes",1996,156709.7,1423.2,0,17950.600000000002
"AFG","IPPU","Not agri-food","yes",1997,162207.9,1467.8,0,24772.8
"AFG","IPPU","Not agri-food","yes",1998,169461.19999999998,1506.3999999999999,0,33714.1
"AFG","IPPU","Not agri-food","yes",1999,183259,1549.5,0,49164.9
"AFG","IPPU","Not agri-food","yes",2000,222356,1604.6000000000001,0,89241.8
"AFG","IPPU","Not agri-food","yes",2001,241192.6,1674.3,0,122255.5
"AFG","IPPU","Not agri-food","yes",2002,276865.1,1755.2,0,153938.5
"AFG","IPPU","Not agri-food","yes",2003,311851.1,1841.8000000000002,0,190157.7
"AFG","IPPU","Not agri-food","yes",2004,348612.9,1926,0,226768.69999999998
"AFG","IPPU","Not agri-food","yes",2005,390812.4,2001.9999999999998,0,270851.1
"AFG","IPPU","Not agri-food","yes",2006,410293.60000000003,2067.7,0,285780
"AFG","IPPU","Not agri-food","yes",2007,415924.89999999997,2125.5,0,291898.3
"AFG","IPPU","Not agri-food","yes",2008,433561.2,2179.5,0,303551.69999999995
"AFG","IPPU","Not agri-food","yes",2009,453266.7,2236.3,0,313787.39999999997
"AFG","IPPU","Not agri-food","yes",2010,469574.7,2300,0,311941.6
"AFG","IPPU","Not agri-food","yes",2011,477578.7,2372.3,0,314094
"AFG","IPPU","Not agri-food","yes",2012,580887,2451.2999999999997,0,320281.1
"AFG","IPPU","Not agri-food","yes",2013,665011.4,2533.9,0,329182.5
"AFG","IPPU","Not agri-food","yes",2014,626011.4,2615.9,0,358812.7
"AFG","IPPU","Not agri-food","yes",2015,633706.3,2694,0,396512.7
"AFG","IPPU","Not agri-food","yes",2016,740344.5,2767.3999999999996,0,452375.60000000003
"AFG","IPPU","Not agri-food","yes",2017,758456,2837.2000000000003,0,507475.7
"AFG","IPPU","Not agri-food","yes",2018,850092.9,2904.5,0,574910.3
"AFG","IPPU","Not agri-food","yes",2019,892791.5,2971.2999999999997,0,634376.2000000001
"AFG","IPPU","Not agri-food","yes",2020,982344.3999999999,3038.8,0,695043.1
"AFG","IPPU","Not agri-food","yes",2021,1010662.9,3107.4,0,761807.3
"AFG","IPPU","Not agri-food","yes",2022,1078375.4,3176.6,0,823361.3
"AFG","IPPU","Not agri-food","yes",2030,NA,NA,NA,NA
"AFG","IPPU","Not agri-food","yes",2050,NA,NA,NA,NA
"AFG","Waste","Not agri-food","yes",1992,2011394.9,126794.2,1881320.7,NA
"AFG","Waste","Not agri-food","yes",1993,2169724.1,136371.3,2029932.9,NA
"AFG","Waste","Not agri-food","yes",1994,2317012.2,143335.5,2170116.7,NA
"AFG","Waste","Not agri-food","yes",1995,2453637.1,154292.6,2295644.6,NA
"AFG","Waste","Not agri-food","yes",1996,2562574.5,164189.9,2394594.7,NA
"AFG","Waste","Not agri-food","yes",1997,2649290.1,171930.9,2473469.2,NA
"AFG","Waste","Not agri-food","yes",1998,2716372.1999999997,170289.5,2542102.8000000003,NA
"AFG","Waste","Not agri-food","yes",1999,2788083.7,168768.2,2615405.5,NA
"AFG","Waste","Not agri-food","yes",2000,2885376.6,172746.1,2708440.5,NA
"AFG","Waste","Not agri-food","yes",2001,3009632.0999999996,180249.1,2825123,NA
"AFG","Waste","Not agri-food","yes",2002,3160242,191534.69999999998,2964377.4,NA
"AFG","Waste","Not agri-food","yes",2003,3328429,208319.19999999998,3115709.8000000003,NA
"AFG","Waste","Not agri-food","yes",2004,3482473,217839.69999999998,3260073.3,NA
"AFG","Waste","Not agri-food","yes",2005,3631474.6,224758.90000000002,3402085.7,NA
"AFG","Waste","Not agri-food","yes",2006,3757379.3000000003,233866.80000000002,3518552.5,NA
"AFG","Waste","Not agri-food","yes",2007,3886688.4,244851.30000000002,3636517.1,NA
"AFG","Waste","Not agri-food","yes",2008,3998209,257015.6,3735523.4,NA
"AFG","Waste","Not agri-food","yes",2009,4146450.4,268856.5,3871553.8000000003,NA
"AFG","Waste","Not agri-food","yes",2010,4297673.1,279416.9,4011846.2,NA
"AFG","Waste","Not agri-food","yes",2011,4437124.8,288200.10000000003,4142424.6999999997,NA
"AFG","Waste","Not agri-food","yes",2012,4606601.5,294194.5,4305847,NA
"AFG","Waste","Not agri-food","yes",2013,4782458.6,307826,4468042.6,NA
"AFG","Waste","Not agri-food","yes",2014,4941755.600000001,319425.7,4615749.899999999,NA
"AFG","Waste","Not agri-food","yes",2015,5090665.399999999,330660,4753475.4,NA
"AFG","Waste","Not agri-food","yes",2016,5231357.600000001,337933.3,4887204.300000001,NA
"AFG","Waste","Not agri-food","yes",2017,5369027.100000001,344673.9,5018103.199999999,NA
"AFG","Waste","Not agri-food","yes",2018,5496598.100000001,351027.4,5139448.7,NA
"AFG","Waste","Not agri-food","yes",2019,5623418.1,355982,5261418.1,NA
"AFG","Waste","Not agri-food","yes",2020,5758408.8,360256.19999999995,5392238.6,NA
"AFG","Waste","Not agri-food","yes",2021,5891138.8,366175.4,5519153.4,NA
"AFG","Waste","Not agri-food","yes",2022,6025627,372191.89999999997,5647729.1,NA
"AFG","Waste","Not agri-food","yes",2030,NA,NA,NA,NA
"AFG","Waste","Not agri-food","yes",2050,NA,NA,NA,NA
"AFG","IPCC Agriculture","FAO aggregates","yes",1992,8779459,2431481,6347978,NA
"AFG","IPCC Agriculture","FAO aggregates","yes",1993,8858178.200000001,2460419,6397759.2,NA
"AFG","IPCC Agriculture","FAO aggregates","yes",1994,8940407.9,2305155.5,6635252.4,NA
"AFG","IPCC Agriculture","FAO aggregates","yes",1995,9399635.5,2404689.5,6994946,NA
"AFG","IPCC Agriculture","FAO aggregates","yes",1996,10496767.200000001,2613006,7883761.2,NA
"AFG","IPCC Agriculture","FAO aggregates","yes",1997,11518913.3,2883332.5,8635580.799999999,NA
"AFG","IPCC Agriculture","FAO aggregates","yes",1998,12347088.4,3141310,9205778.399999999,NA
"AFG","IPCC Agriculture","FAO aggregates","yes",1999,13448644.899999999,3382062.5,10066582.399999999,NA
"AFG","IPCC Agriculture","FAO aggregates","yes",2000,11548889.6,2911290,8637599.6,NA
"AFG","IPCC Agriculture","FAO aggregates","yes",2001,9736803.799999999,2544371,7192432.8,NA
"AFG","IPCC Agriculture","FAO aggregates","yes",2002,12143660.1,2966542.5,9177117.6,NA
"AFG","IPCC Agriculture","FAO aggregates","yes",2003,12507938.1,3075404.5,9432533.600000001,NA
"AFG","IPCC Agriculture","FAO aggregates","yes",2004,12390220.9,3047102.5,9343118.399999999,NA
"AFG","IPCC Agriculture","FAO aggregates","yes",2005,12695491.799999999,3179311,9516180.8,NA
"AFG","IPCC Agriculture","FAO aggregates","yes",2006,12716875.200000001,3026512,9690363.2,NA
"AFG","IPCC Agriculture","FAO aggregates","yes",2007,12808540.8,2956234,9852306.8,NA
"AFG","IPCC Agriculture","FAO aggregates","yes",2008,14174739.2,3198126,10976613.2,NA
"AFG","IPCC Agriculture","FAO aggregates","yes",2009,14627898.8,3435778,11192120.8,NA
"AFG","IPCC Agriculture","FAO aggregates","yes",2010,16695550.8,3799994,12895556.8,NA
"AFG","IPCC Agriculture","FAO aggregates","yes",2011,16802265.200000003,3885112,12917153.200000001,NA
"AFG","IPCC Agriculture","FAO aggregates","yes",2012,16664097.3,3919376.5,12744720.799999999,NA
"AFG","IPCC Agriculture","FAO aggregates","yes",2013,16597006.799999999,3958252,12638754.8,NA
"AFG","IPCC Agriculture","FAO aggregates","yes",2014,17082612.8,4229294,12853318.799999999,NA
"AFG","IPCC Agriculture","FAO aggregates","yes",2015,16324108.200000001,4189596.9999999995,12134511.200000001,NA
"AFG","IPCC Agriculture","FAO aggregates","yes",2016,16060107.200000001,4168874,11891233.200000001,NA
"AFG","IPCC Agriculture","FAO aggregates","yes",2017,15900194.5,4355248.5,11544946,NA
"AFG","IPCC Agriculture","FAO aggregates","yes",2018,15985137.8,4205073,11780064.8,NA
"AFG","IPCC Agriculture","FAO aggregates","yes",2019,15869519.700000001,3972588.5,11896931.200000001,NA
"AFG","IPCC Agriculture","FAO aggregates","yes",2020,16004862.4,3933872,12070990.4,NA
"AFG","IPCC Agriculture","FAO aggregates","yes",2021,15886558.7,3781629.5,12104929.200000001,NA
"AFG","IPCC Agriculture","FAO aggregates","yes",2022,16003340.399999999,3754732,12248608.399999999,NA
"AFG","IPCC Agriculture","FAO aggregates","yes",2030,NA,NA,NA,NA
"AFG","IPCC Agriculture","FAO aggregates","yes",2050,NA,NA,NA,NA
"AFG","LULUCF","FAO aggregates","yes",1992,-2388742.9000000004,26.5,33.6,NA
"AFG","LULUCF","FAO aggregates","yes",1993,-2388742.9000000004,26.5,33.6,NA
"AFG","LULUCF","FAO aggregates","yes",1994,-2388742.9000000004,26.5,33.6,NA
"AFG","LULUCF","FAO aggregates","yes",1995,-2388742.9000000004,26.5,33.6,NA
"AFG","LULUCF","FAO aggregates","yes",1996,-2388591.9,79.5,131.6,NA
"AFG","LULUCF","FAO aggregates","yes",1997,-2388671.6,53,78.39999999999999,NA
"AFG","LULUCF","FAO aggregates","yes",1998,-2388484.1999999997,106,212.79999999999998,NA
"AFG","LULUCF","FAO aggregates","yes",1999,-2388717.7,26.5,58.8,NA
"AFG","LULUCF","FAO aggregates","yes",2000,-2388096.9,238.5,467.6,NA
"AFG","LULUCF","FAO aggregates","yes",2001,121901.6,0,0,NA
"AFG","LULUCF","FAO aggregates","yes",2002,121901.6,0,0,NA
"AFG","LULUCF","FAO aggregates","yes",2003,121901.6,0,0,NA
"AFG","LULUCF","FAO aggregates","yes",2004,121901.6,0,0,NA
"AFG","LULUCF","FAO aggregates","yes",2005,121901.6,0,0,NA
"AFG","LULUCF","FAO aggregates","yes",2006,121901.6,0,0,NA
"AFG","LULUCF","FAO aggregates","yes",2007,121901.6,0,0,NA
"AFG","LULUCF","FAO aggregates","yes",2008,121901.6,0,0,NA
"AFG","LULUCF","FAO aggregates","yes",2009,121901.6,0,0,NA
"AFG","LULUCF","FAO aggregates","yes",2010,121901.6,0,0,NA
"AFG","LULUCF","FAO aggregates","yes",2011,-246219.1,0,0,NA
"AFG","LULUCF","FAO aggregates","yes",2012,-246219.1,0,0,NA
"AFG","LULUCF","FAO aggregates","yes",2013,-246219.1,0,0,NA
"AFG","LULUCF","FAO aggregates","yes",2014,-246219.1,0,0,NA
"AFG","LULUCF","FAO aggregates","yes",2015,-246219.1,0,0,NA
"AFG","LULUCF","FAO aggregates","yes",2016,154657.4,0,0,NA
"AFG","LULUCF","FAO aggregates","yes",2017,154657.4,0,0,NA
"AFG","LULUCF","FAO aggregates","yes",2018,154657.4,0,0,NA
"AFG","LULUCF","FAO aggregates","yes",2019,154657.4,0,0,NA
"AFG","LULUCF","FAO aggregates","yes",2020,154657.4,0,0,NA
"AFG","LULUCF","FAO aggregates","yes",2021,154657.4,0,0,NA
"AFG","LULUCF","FAO aggregates","yes",2022,154657.4,0,0,NA
"AFG","LULUCF","FAO aggregates","yes",2030,NA,NA,NA,NA
"AFG","LULUCF","FAO aggregates","yes",2050,NA,NA,NA,NA
"ALB","Energy","Not agri-food","yes",1992,3026282.2,22403.1,547982.5,NA
"ALB","Energy","Not agri-food","yes",1993,2842576.3000000003,21430.800000000003,537724.7999999999,NA
"ALB","Energy","Not agri-food","yes",1994,2395186.6,21890.4,414590,NA
"ALB","Energy","Not agri-food","yes",1995,2298187.1999999997,20767.399999999998,286457.9,NA
"ALB","Energy","Not agri-food","yes",1996,2218556.9,20392.800000000003,282800.6,NA
"ALB","Energy","Not agri-food","yes",1997,1766970,18320,255356.4,NA
"ALB","Energy","Not agri-food","yes",1998,1988647.2000000002,19219.100000000002,252442.90000000002,NA
"ALB","Energy","Not agri-food","yes",1999,3206533.1,53754.1,222211.90000000002,NA
"ALB","Energy","Not agri-food","yes",2000,3208096.8,53768.6,216482,NA
"ALB","Energy","Not agri-food","yes",2001,3492062.1,54234.8,214002.7,NA
"ALB","Energy","Not agri-food","yes",2002,4049094.6,56802.5,240310.5,NA
"ALB","Energy","Not agri-food","yes",2003,4275879.9,56274.4,214605.7,NA
"ALB","Energy","Not agri-food","yes",2004,4158616.4,37817.700000000004,240258.3,NA
"ALB","Energy","Not agri-food","yes",2005,4297174,49001.5,235706.8,NA
"ALB","Energy","Not agri-food","yes",2006,3949767.6,66740.4,240692.1,NA
"ALB","Energy","Not agri-food","yes",2007,3776125.5999999996,46530.8,241100.4,NA
"ALB","Energy","Not agri-food","yes",2008,4202396.6,47161.700000000004,237685.2,NA
"ALB","Energy","Not agri-food","yes",2009,4098728.5,37488.3,235412.2,NA
"ALB","Energy","Not agri-food","yes",2010,4233142.5,37894.1,244333,NA
"ALB","Energy","Not agri-food","yes",2011,4589362.600000001,42281.2,203454.80000000002,NA
"ALB","Energy","Not agri-food","yes",2012,4067945.8,38100.9,213881.40000000002,NA
"ALB","Energy","Not agri-food","yes",2013,4437759.8,40089,232697.4,NA
"ALB","Energy","Not agri-food","yes",2014,5274260.3,41214.3,267323.6,NA
"ALB","Energy","Not agri-food","yes",2015,4080475.5,41013.8,273717.30000000005,NA
"ALB","Energy","Not agri-food","yes",2016,4033777,39594.700000000004,235870.9,NA
"ALB","Energy","Not agri-food","yes",2017,4602576,40800.1,268075.2,NA
"ALB","Energy","Not agri-food","yes",2018,4335714.600000001,41501.8,318691.5,NA
"ALB","Energy","Not agri-food","yes",2019,4203909.800000001,39749,258490.7,NA
"ALB","Energy","Not agri-food","yes",2020,3978592.3,35399.4,240300.90000000002,NA
"ALB","Energy","Not agri-food","yes",2021,4422133.1,35545.299999999996,289390.8,NA
"ALB","Energy","Not agri-food","yes",2022,4505488.5,36688.4,301591.5,NA
"ALB","Energy","Not agri-food","yes",2030,NA,NA,NA,NA
"ALB","Energy","Not agri-food","yes",2050,NA,NA,NA,NA
"ALB","IPPU","Not agri-food","yes",1992,192172.40000000002,9454.9,666.8,443.3
"ALB","IPPU","Not agri-food","yes",1993,209473.5,9306.1,1096.5,715.5
"ALB","IPPU","Not agri-food","yes",1994,159552.1,9163.1,1039.9,1683.5
"ALB","IPPU","Not agri-food","yes",1995,225239.9,9064.4,1324,2891
"ALB","IPPU","Not agri-food","yes",1996,212499,9022,960.6,4535.3
"ALB","IPPU","Not agri-food","yes",1997,147818.09999999998,9024.4,946.2,6258.9
"ALB","IPPU","Not agri-food","yes",1998,141155,9055.7,931.8,8518
"ALB","IPPU","Not agri-food","yes",1999,171375.6,9090.199999999999,866.1,12421.699999999999
"ALB","IPPU","Not agri-food","yes",2000,198930,9108.800000000001,385,22547.3
"ALB","IPPU","Not agri-food","yes",2001,115212.59999999999,9110.099999999999,366.5,30888.3
"ALB","IPPU","Not agri-food","yes",2002,134278.5,9100.199999999999,680.6999999999999,38893.2
"ALB","IPPU","Not agri-food","yes",2003,469820.5,9076.800000000001,1164.1999999999998,48044.1
"ALB","IPPU","Not agri-food","yes",2004,474642.5,9038.199999999999,1067.1999999999998,57294
"ALB","IPPU","Not agri-food","yes",2005,442555.7,8984,1059.5,68431.6
"ALB","IPPU","Not agri-food","yes",2006,443565.1,8911.5,524.8000000000001,72203.40000000001
"ALB","IPPU","Not agri-food","yes",2007,618373.7999999999,8822.699999999999,434,73749.3
"ALB","IPPU","Not agri-food","yes",2008,651980.2,8728.6,367,76693.5
"ALB","IPPU","Not agri-food","yes",2009,736250.8,8643.9,232.7,79279.6
"ALB","IPPU","Not agri-food","yes",2010,1016034.6,8579.4,715.6,78813.3
"ALB","IPPU","Not agri-food","yes",2011,1164969.3,8539,883.8000000000001,79357.1
"ALB","IPPU","Not agri-food","yes",2012,1230970.5,8519.7,739.8000000000001,80920.3
"ALB","IPPU","Not agri-food","yes",2013,1326415.4000000001,8516.6,760.5,83169.3
"ALB","IPPU","Not agri-food","yes",2014,1272253.4000000001,8521.800000000001,1074.8,90655.4
"ALB","IPPU","Not agri-food","yes",2015,1190613.7000000002,8529.3,1345,100180.5
"ALB","IPPU","Not agri-food","yes",2016,1138230.7000000002,8538.1,1372.2,114294.5
"ALB","IPPU","Not agri-food","yes",2017,1313052.7,8549.300000000001,1823.3,128215.7
"ALB","IPPU","Not agri-food","yes",2018,1303882.1,8561.400000000001,2125.1000000000004,145253.4
"ALB","IPPU","Not agri-food","yes",2019,1387327.8,8573.3,2125.2,160277.6
"ALB","IPPU","Not agri-food","yes",2020,1787911.7000000002,8583.8,1713.6,175605.4
"ALB","IPPU","Not agri-food","yes",2021,1895208.9000000001,8589.6,3318.9,192473.6
"ALB","IPPU","Not agri-food","yes",2022,1943265.3,8598.3,3318.9,208025.5
"ALB","IPPU","Not agri-food","yes",2030,NA,NA,NA,NA
"ALB","IPPU","Not agri-food","yes",2050,NA,NA,NA,NA
"ALB","Waste","Not agri-food","yes",1992,448853.1,93861.2,353859.10000000003,NA
"ALB","Waste","Not agri-food","yes",1993,451758,93917.8,356642.60000000003,NA
"ALB","Waste","Not agri-food","yes",1994,454622.5,94113.4,359244.7,NA
"ALB","Waste","Not agri-food","yes",1995,458966.5,92639.79999999999,364993.2,NA
"ALB","Waste","Not agri-food","yes",1996,465585.69999999995,92991.20000000001,371185.4,NA
"ALB","Waste","Not agri-food","yes",1997,465011.1,93014.1,370609.89999999997,NA
"ALB","Waste","Not agri-food","yes",1998,474824.9,94512,378826.39999999997,NA
"ALB","Waste","Not agri-food","yes",1999,468919.5,96057.7,371281,NA
"ALB","Waste","Not agri-food","yes",2000,479353.9,97451.5,380235.9,NA
"ALB","Waste","Not agri-food","yes",2001,491461.2,98634,391070.3,NA
"ALB","Waste","Not agri-food","yes",2002,503921.60000000003,100580.29999999999,401513.69999999995,NA
"ALB","Waste","Not agri-food","yes",2003,515737.2,102006.5,411809.3,NA
"ALB","Waste","Not agri-food","yes",2004,526621.1,102887.1,421712.5,NA
"ALB","Waste","Not agri-food","yes",2005,536986.6,103783.8,431079.5,NA
"ALB","Waste","Not agri-food","yes",2006,547339.3999999999,104499.1,440655.6,NA
"ALB","Waste","Not agri-food","yes",2007,557473.5,105198.8,450020.6,NA
"ALB","Waste","Not agri-food","yes",2008,564038.7,105998.8,455716.5,NA
"ALB","Waste","Not agri-food","yes",2009,574351.5,107469.09999999999,464489.6,NA
"ALB","Waste","Not agri-food","yes",2010,584482.2000000001,108998.90000000001,473021.3,NA
"ALB","Waste","Not agri-food","yes",2011,595405.5,110819.1,482054.89999999997,NA
"ALB","Waste","Not agri-food","yes",2012,606595.4,112555.3,491439.3,NA
"ALB","Waste","Not agri-food","yes",2013,617895,113813,501481.2,NA
"ALB","Waste","Not agri-food","yes",2014,629963.5,115524.4,511838.3,NA
"ALB","Waste","Not agri-food","yes",2015,643486.6,117415.3,523470.5,NA
"ALB","Waste","Not agri-food","yes",2016,655061.2999999999,119392.6,533067.9,NA
"ALB","Waste","Not agri-food","yes",2017,666227.4,120724.8,542856.6,NA
"ALB","Waste","Not agri-food","yes",2018,678249.5,122270.2,553287.7,NA
"ALB","Waste","Not agri-food","yes",2019,693354.9,125944.40000000001,564673.4,NA
"ALB","Waste","Not agri-food","yes",2020,704110.8,127556.4,573772.1,NA
"ALB","Waste","Not agri-food","yes",2021,716086.5,129584.59999999999,583683.3,NA
"ALB","Waste","Not agri-food","yes",2022,728387,131650.2,593881.3,NA
"ALB","Waste","Not agri-food","yes",2030,NA,NA,NA,NA
"ALB","Waste","Not agri-food","yes",2050,NA,NA,NA,NA
"ALB","IPCC Agriculture","FAO aggregates","yes",1992,3340693.5,858255.5,2482438,NA
"ALB","IPCC Agriculture","FAO aggregates","yes",1993,3567069.1999999997,921352,2645717.2,NA
"ALB","IPCC Agriculture","FAO aggregates","yes",1994,4509880,1129748,3380132,NA
"ALB","IPCC Agriculture","FAO aggregates","yes",1995,4583291.4,1127257,3456034.4,NA
"ALB","IPCC Agriculture","FAO aggregates","yes",1996,4257650.3,995843.5,3261806.8,NA
"ALB","IPCC Agriculture","FAO aggregates","yes",1997,3968406.5999999996,935609,3032797.6,NA
"ALB","IPCC Agriculture","FAO aggregates","yes",1998,3845242,969264,2875978,NA
"ALB","IPCC Agriculture","FAO aggregates","yes",1999,3874105.3000000003,921166.5,2952938.8,NA
"ALB","IPCC Agriculture","FAO aggregates","yes",2000,3975273.6,970854,3004419.6,NA
"ALB","IPCC Agriculture","FAO aggregates","yes",2001,3870866.1999999997,936245,2934621.2,NA
"ALB","IPCC Agriculture","FAO aggregates","yes",2002,3920660.6999999997,1063683.5,2856977.1999999997,NA
"ALB","IPCC Agriculture","FAO aggregates","yes",2003,3970438,1076218,2894220,NA
"ALB","IPCC Agriculture","FAO aggregates","yes",2004,3819662.6999999997,1036017.4999999999,2783645.1999999997,NA
"ALB","IPCC Agriculture","FAO aggregates","yes",2005,3802671.8000000003,1038005.0000000001,2764666.8,NA
"ALB","IPCC Agriculture","FAO aggregates","yes",2006,3703437.1,988635.5,2714801.5999999996,NA
"ALB","IPCC Agriculture","FAO aggregates","yes",2007,3562205.4,983733,2578472.4,NA
"ALB","IPCC Agriculture","FAO aggregates","yes",2008,3315376.8,920716,2394660.8000000003,NA
"ALB","IPCC Agriculture","FAO aggregates","yes",2009,3193664.5,917880.5,2275784,NA
"ALB","IPCC Agriculture","FAO aggregates","yes",2010,3199631.6999999997,910354.5,2289277.2,NA
"ALB","IPCC Agriculture","FAO aggregates","yes",2011,3217129.4,941757,2275372.4000000004,NA
"ALB","IPCC Agriculture","FAO aggregates","yes",2012,3264476.5,943850.5,2320626,NA
"ALB","IPCC Agriculture","FAO aggregates","yes",2013,3236657.2,917112,2319545.2,NA
"ALB","IPCC Agriculture","FAO aggregates","yes",2014,3276943.3,930176.5,2346766.8,NA
"ALB","IPCC Agriculture","FAO aggregates","yes",2015,3326754.1,965368.5,2361385.6,NA
"ALB","IPCC Agriculture","FAO aggregates","yes",2016,3345606.6,994651,2350955.5999999996,NA
"ALB","IPCC Agriculture","FAO aggregates","yes",2017,3264449.3000000003,964414.5,2300034.8,NA
"ALB","IPCC Agriculture","FAO aggregates","yes",2018,3114364.4,863688,2250676.4,NA
"ALB","IPCC Agriculture","FAO aggregates","yes",2019,2957506.6999999997,888995.5,2068511.2,NA
"ALB","IPCC Agriculture","FAO aggregates","yes",2020,2659571.7,796510.5,1863061.2000000002,NA
"ALB","IPCC Agriculture","FAO aggregates","yes",2021,2360109.8000000003,591109,1769000.8,NA
"ALB","IPCC Agriculture","FAO aggregates","yes",2022,2252397,635523,1616874,NA
"ALB","IPCC Agriculture","FAO aggregates","yes",2030,NA,NA,NA,NA
"ALB","IPCC Agriculture","FAO aggregates","yes",2050,NA,NA,NA,NA
"ALB","LULUCF","FAO aggregates","yes",1992,190558.6,2650,4480,NA
"ALB","LULUCF","FAO aggregates","yes",1993,190558.6,2650,4480,NA
"ALB","LULUCF","FAO aggregates","yes",1994,190558.6,2650,4480,NA
"ALB","LULUCF","FAO aggregates","yes",1995,190558.6,2650,4480,NA
"ALB","LULUCF","FAO aggregates","yes",1996,196760.3,4584.5,8747.199999999999,NA
"ALB","LULUCF","FAO aggregates","yes",1997,216516.69999999998,11368.5,21719.6,NA
"ALB","LULUCF","FAO aggregates","yes",1998,199707.69999999998,5591.5,10687.6,NA
"ALB","LULUCF","FAO aggregates","yes",1999,196561.1,4531.5,8638,NA
"ALB","LULUCF","FAO aggregates","yes",2000,260914.1,26632.5,50890,NA
"ALB","LULUCF","FAO aggregates","yes",2001,-1122790.0999999999,0,0,NA
"ALB","LULUCF","FAO aggregates","yes",2002,-1122790.0999999999,0,0,NA
"ALB","LULUCF","FAO aggregates","yes",2003,-1121801.0999999999,477,557.2,NA
"ALB","LULUCF","FAO aggregates","yes",2004,-1122858.5,0,0,NA
"ALB","LULUCF","FAO aggregates","yes",2005,-1122858.5,0,0,NA
"ALB","LULUCF","FAO aggregates","yes",2006,-1122858.5,0,0,NA
"ALB","LULUCF","FAO aggregates","yes",2007,-1107767.7000000002,6996,8094.799999999999,NA
"ALB","LULUCF","FAO aggregates","yes",2008,-1122858.5,0,0,NA
"ALB","LULUCF","FAO aggregates","yes",2009,-1121428.7999999998,662.5,767.2,NA
"ALB","LULUCF","FAO aggregates","yes",2010,-1123511.9,0,0,NA
"ALB","LULUCF","FAO aggregates","yes",2011,-847184.8,1881.5,2161.6,NA
"ALB","LULUCF","FAO aggregates","yes",2012,-846024.8,2411.5,2791.6,NA
"ALB","LULUCF","FAO aggregates","yes",2013,-851881.4,0,0,NA
"ALB","LULUCF","FAO aggregates","yes",2014,-851881.4,0,0,NA
"ALB","LULUCF","FAO aggregates","yes",2015,-851472,238.5,280,NA
