"ISO3","index","rank","vulnerability","readiness"
"ZAF",48.5679363420066,95,0.383277349981841,0.354636076821974
"ESP",61.9447169488168,27,0.292238655537963,0.5311329945143
"LKA",45.6356188070449,110,0.466183850232534,0.378896226373432
"SDN",32.7187522109853,183,0.601056925148253,0.255431969367959
"SUR",45.2488541898453,112,0.423600439354481,0.328577523151386
"SWZ",42.5584933517936,130,0.457761011844322,0.308930878880193
"SWE",69.8566003079161,7,0.324034306751595,0.721166312909917
"CHE",72.1233021696052,3,0.251331331525662,0.693797374917766
"SYR",38.4847019998233,158,0.455264603317386,0.224958643313853
"TJK",47.6465532879409,102,0.366562369222124,0.319493434980943
"TZA",40.3861963797354,148,0.500745309020078,0.308469236614786
"THA",53.9278986659618,61,0.411213270751341,0.489771244070578
"TLS",41.2796598644044,138,0.548975582114477,0.374568779402565
"TGO",42.9550039904941,126,0.498699493061497,0.357799572871378
"TON",41.2499996687599,140,0.604733093001423,0.42973308637662
"TTO",48.1836262851863,100,0.374685148356895,0.33835767406062
"TUN",53.0326039450373,69,0.376225755672649,0.436877834573395
"TUR",56.4518855089762,51,0.357543285463301,0.486580995642825
"TKM",43.3296711612162,124,0.374546044572352,0.241139467796675
"TUV",52.1412067876694,75,0.58048771686446,0.623311852617849
"UGA",37.8932649244703,163,0.524805635633292,0.282670934122698
"UKR",52.3395711016426,72,0.358717256323076,0.405508678355928
"ARE",60.2745889075043,32,0.382319688761828,0.587811466911914
"GBR",70.2999246661636,6,0.284575613923552,0.690574107246824
"USA",67.6557305259631,14,0.298075893948732,0.651190504467994
"URY",56.1659997257248,53,0.391278410811518,0.514598405326014
"UZB",53.4716551518818,65,0.349092685495239,0.418525788532875
"VUT",41.246683635024,140,0.559517674611273,0.384451347311753
"VEN",41.0392065474911,143,0.373602856749237,0.19438698769906
"VNM",48.7044326889911,92,0.457708349101897,0.431797002881719
"YEM",36.1681690879114,171,0.521058034871095,0.244421416629323
"ZMB",42.1193426929933,133,0.487665947997115,0.330052801856981
"ZWE",36.214471512462,171,0.495532723721429,0.219822153970669
