"ISO3","Area","ISOP","Partner","cpc_name1","Item","Element","Unit","Year","value"
"MAC","China, Macao Special Administrative Region","ARG","Argentina","Fruits and nuts","Blueberries","Import value","1000 USD",2011,1
"MAC","China, Macao Special Administrative Region","ARG","Argentina","Fruits and nuts","Cherries","Import value","1000 USD",2020,115
"MAC","China, Macao Special Administrative Region","ARG","Argentina","Fruits and nuts","Lemons and limes","Import value","1000 USD",2002,8
"MAC","China, Macao Special Administrative Region","ARG","Argentina","Fruits and nuts","Lemons and limes","Import value","1000 USD",2004,12
"MAC","China, Macao Special Administrative Region","ARG","Argentina","Fruits and nuts","Lemons and limes","Import value","1000 USD",2008,13
"MAC","China, Macao Special Administrative Region","ARG","Argentina","Fruits and nuts","Lemons and limes","Import value","1000 USD",2011,39
"MAC","China, Macao Special Administrative Region","ARG","Argentina","Fruits and nuts","Lemons and limes","Import value","1000 USD",2014,110
"MAC","China, Macao Special Administrative Region","ARG","Argentina","Fruits and nuts","Other berries and fruits of the genus vaccinium n.e.c.","Import value","1000 USD",2011,5
"MAC","China, Macao Special Administrative Region","ARG","Argentina","Stimulant, spice and aromatic crops","Maté leaves","Import value","1000 USD",2022,1
"MAC","China, Macao Special Administrative Region","AUS","Australia","Cereals","Barley","Import value","1000 USD",1993,17
"MAC","China, Macao Special Administrative Region","AUS","Australia","Cereals","Barley","Import value","1000 USD",1994,11
"MAC","China, Macao Special Administrative Region","AUS","Australia","Cereals","Barley","Import value","1000 USD",1995,5
"MAC","China, Macao Special Administrative Region","AUS","Australia","Cereals","Barley","Import value","1000 USD",1996,16
"MAC","China, Macao Special Administrative Region","AUS","Australia","Cereals","Barley","Import value","1000 USD",2000,8
"MAC","China, Macao Special Administrative Region","AUS","Australia","Cereals","Barley","Import value","1000 USD",2001,8
"MAC","China, Macao Special Administrative Region","AUS","Australia","Cereals","Barley","Import value","1000 USD",2002,5
"MAC","China, Macao Special Administrative Region","AUS","Australia","Cereals","Barley","Import value","1000 USD",2003,7
"MAC","China, Macao Special Administrative Region","AUS","Australia","Cereals","Barley","Import value","1000 USD",2004,9
"MAC","China, Macao Special Administrative Region","AUS","Australia","Cereals","Barley","Import value","1000 USD",2006,11
"MAC","China, Macao Special Administrative Region","AUS","Australia","Cereals","Barley","Import value","1000 USD",2008,9
"MAC","China, Macao Special Administrative Region","AUS","Australia","Cereals","Barley","Import value","1000 USD",2009,6
"MAC","China, Macao Special Administrative Region","AUS","Australia","Cereals","Barley","Import value","1000 USD",2011,7
"MAC","China, Macao Special Administrative Region","AUS","Australia","Cereals","Barley","Import value","1000 USD",2012,7
"MAC","China, Macao Special Administrative Region","AUS","Australia","Cereals","Barley","Import value","1000 USD",2014,6
"MAC","China, Macao Special Administrative Region","AUS","Australia","Cereals","Barley","Import value","1000 USD",2021,3
"MAC","China, Macao Special Administrative Region","AUS","Australia","Cereals","Barley","Import value","1000 USD",2023,4
"MAC","China, Macao Special Administrative Region","AUS","Australia","Cereals","Buckwheat","Import value","1000 USD",2018,1
"MAC","China, Macao Special Administrative Region","AUS","Australia","Cereals","Oats","Import value","1000 USD",1993,168
"MAC","China, Macao Special Administrative Region","AUS","Australia","Cereals","Oats","Import value","1000 USD",1994,232
"MAC","China, Macao Special Administrative Region","AUS","Australia","Cereals","Oats","Import value","1000 USD",1995,96
"MAC","China, Macao Special Administrative Region","AUS","Australia","Cereals","Oats","Import value","1000 USD",1996,226
"MAC","China, Macao Special Administrative Region","AUS","Australia","Cereals","Oats","Import value","1000 USD",1999,37
"MAC","China, Macao Special Administrative Region","AUS","Australia","Cereals","Oats","Import value","1000 USD",2000,119
"MAC","China, Macao Special Administrative Region","AUS","Australia","Cereals","Oats","Import value","1000 USD",2001,86
"MAC","China, Macao Special Administrative Region","AUS","Australia","Cereals","Oats","Import value","1000 USD",2002,36
"MAC","China, Macao Special Administrative Region","AUS","Australia","Cereals","Oats","Import value","1000 USD",2003,69
"MAC","China, Macao Special Administrative Region","AUS","Australia","Cereals","Oats","Import value","1000 USD",2004,37
"MAC","China, Macao Special Administrative Region","AUS","Australia","Cereals","Oats","Import value","1000 USD",2006,32
"MAC","China, Macao Special Administrative Region","AUS","Australia","Cereals","Oats","Import value","1000 USD",2008,44
"MAC","China, Macao Special Administrative Region","AUS","Australia","Cereals","Oats","Import value","1000 USD",2009,28
"MAC","China, Macao Special Administrative Region","AUS","Australia","Cereals","Oats","Import value","1000 USD",2012,36
"MAC","China, Macao Special Administrative Region","AUS","Australia","Cereals","Oats","Import value","1000 USD",2014,20
"MAC","China, Macao Special Administrative Region","AUS","Australia","Cereals","Oats","Import value","1000 USD",2016,8
"MAC","China, Macao Special Administrative Region","AUS","Australia","Cereals","Oats","Import value","1000 USD",2017,12
