"ISO3","Area","ISOP","Partner","cpc_name1","Item","Element","Unit","Year","value"
"TON","Tonga","AUS","Australia","Cereals","Cereals n.e.c.","Import value","1000 USD",2000,1
"TON","Tonga","AUS","Australia","Cereals","Cereals n.e.c.","Import value","1000 USD",2001,2
"TON","Tonga","AUS","Australia","Cereals","Maize (corn)","Import value","1000 USD",2004,1
"TON","Tonga","AUS","Australia","Cereals","Oats","Import value","1000 USD",2000,1
"TON","Tonga","AUS","Australia","Cereals","Oats","Import value","1000 USD",2001,1
"TON","Tonga","AUS","Australia","Cereals","Oats","Import value","1000 USD",2002,1
"TON","Tonga","AUS","Australia","Cereals","Oats","Import value","1000 USD",2003,1
"TON","Tonga","AUS","Australia","Cereals","Oats","Import value","1000 USD",2004,2
"TON","Tonga","AUS","Australia","Cereals","Oats","Import value","1000 USD",2006,1
"TON","Tonga","AUS","Australia","Cereals","Oats","Import value","1000 USD",2022,1
"TON","Tonga","AUS","Australia","Cereals","Rice","Import value","1000 USD",2012,131
"TON","Tonga","AUS","Australia","Cereals","Rice","Import value","1000 USD",2022,1
"TON","Tonga","AUS","Australia","Cereals","Rye","Import value","1000 USD",2002,1
"TON","Tonga","AUS","Australia","Cereals","Wheat","Import value","1000 USD",2010,1
"TON","Tonga","AUS","Australia","Edible roots and tubers with high starch or inulin content","Cassava, dry","Export value","1000 USD",2004,39
"TON","Tonga","AUS","Australia","Edible roots and tubers with high starch or inulin content","Cassava, dry","Export value","1000 USD",2005,27
"TON","Tonga","AUS","Australia","Edible roots and tubers with high starch or inulin content","Cassava, dry","Export value","1000 USD",2006,13
"TON","Tonga","AUS","Australia","Edible roots and tubers with high starch or inulin content","Cassava, dry","Export value","1000 USD",2010,14
"TON","Tonga","AUS","Australia","Edible roots and tubers with high starch or inulin content","Cassava, dry","Export value","1000 USD",2012,29
"TON","Tonga","AUS","Australia","Edible roots and tubers with high starch or inulin content","Cassava, dry","Export value","1000 USD",2013,41
