"ISO3","Area","ISOP","Partner","cpc_name1","Item","Element","Unit","Year","value"
"VNM","Viet Nam","AFG","Afghanistan","Stimulant, spice and aromatic crops","Tea leaves","Export value","1000 USD",2013,26732
"VNM","Viet Nam","DZA","Algeria","Forage, fibers, and other crops (CPC code 019)","Vegetable products, fresh or dry n.e.c.","Import value","1000 USD",2014,1591
"VNM","Viet Nam","DZA","Algeria","Forage, fibers, and other crops (CPC code 019)","Vegetable products, fresh or dry n.e.c.","Import value","1000 USD",2015,2190
"VNM","Viet Nam","DZA","Algeria","Forage, fibers, and other crops (CPC code 019)","Vegetable products, fresh or dry n.e.c.","Import value","1000 USD",2016,1870
"VNM","Viet Nam","DZA","Algeria","Forage, fibers, and other crops (CPC code 019)","Vegetable products, fresh or dry n.e.c.","Import value","1000 USD",2017,930
"VNM","Viet Nam","DZA","Algeria","Fruits and nuts","Dates","Import value","1000 USD",2022,365
"VNM","Viet Nam","DZA","Algeria","Fruits and nuts","Dates","Import value","1000 USD",2023,228
"VNM","Viet Nam","DZA","Algeria","Fruits and nuts","Locust beans (carobs)","Import value","1000 USD",2017,933
"VNM","Viet Nam","DZA","Algeria","Fruits and nuts","Locust beans (carobs)","Import value","1000 USD",2018,2549
"VNM","Viet Nam","DZA","Algeria","Fruits and nuts","Locust beans (carobs)","Import value","1000 USD",2019,1375
"VNM","Viet Nam","DZA","Algeria","Fruits and nuts","Locust beans (carobs)","Import value","1000 USD",2020,1865
"VNM","Viet Nam","DZA","Algeria","Fruits and nuts","Locust beans (carobs)","Import value","1000 USD",2021,2566
"VNM","Viet Nam","DZA","Algeria","Fruits and nuts","Locust beans (carobs)","Import value","1000 USD",2022,2031
"VNM","Viet Nam","DZA","Algeria","Fruits and nuts","Locust beans (carobs)","Import value","1000 USD",2023,1040
"VNM","Viet Nam","DZA","Algeria","Oilseeds and oleaginous fruits","Copra","Export value","1000 USD",2017,168
"VNM","Viet Nam","DZA","Algeria","Oilseeds and oleaginous fruits","Copra","Export value","1000 USD",2019,106
"VNM","Viet Nam","DZA","Algeria","Stimulant, spice and aromatic crops","Coffee, green","Export value","1000 USD",2019,110825
"VNM","Viet Nam","DZA","Algeria","Stimulant, spice and aromatic crops","Coffee, green","Export value","1000 USD",2023,160172
"VNM","Viet Nam","AGO","Angola","Oilseeds and oleaginous fruits","Copra","Export value","1000 USD",2020,88
"VNM","Viet Nam","AGO","Angola","Oilseeds and oleaginous fruits","Soya beans","Export value","1000 USD",2012,4
"VNM","Viet Nam","AGO","Angola","Other groups","Dairy products and egg products","Export value","1000 USD",2014,3564
"VNM","Viet Nam","ARG","Argentina","Cereals","Barley","Import value","1000 USD",2016,3235
"VNM","Viet Nam","ARG","Argentina","Cereals","Barley","Import value","1000 USD",2017,8734
"VNM","Viet Nam","ARG","Argentina","Cereals","Barley","Import value","1000 USD",2018,7164
"VNM","Viet Nam","ARG","Argentina","Cereals","Barley","Import value","1000 USD",2019,16339
"VNM","Viet Nam","ARG","Argentina","Cereals","Barley","Import value","1000 USD",2020,8631
"VNM","Viet Nam","ARG","Argentina","Cereals","Canary seed","Import value","1000 USD",2018,2
"VNM","Viet Nam","ARG","Argentina","Cereals","Canary seed","Import value","1000 USD",2019,17
"VNM","Viet Nam","ARG","Argentina","Cereals","Canary seed","Import value","1000 USD",2020,10
"VNM","Viet Nam","ARG","Argentina","Cereals","Canary seed","Import value","1000 USD",2021,12
"VNM","Viet Nam","ARG","Argentina","Cereals","Maize (corn)","Import value","1000 USD",2012,75087
"VNM","Viet Nam","ARG","Argentina","Cereals","Maize (corn)","Import value","1000 USD",2013,45007
"VNM","Viet Nam","ARG","Argentina","Cereals","Maize (corn)","Import value","1000 USD",2014,101293
"VNM","Viet Nam","ARG","Argentina","Cereals","Maize (corn)","Import value","1000 USD",2015,517454
"VNM","Viet Nam","ARG","Argentina","Cereals","Maize (corn)","Import value","1000 USD",2016,845316
"VNM","Viet Nam","ARG","Argentina","Cereals","Maize (corn)","Import value","1000 USD",2017,764195
"VNM","Viet Nam","ARG","Argentina","Cereals","Maize (corn)","Import value","1000 USD",2018,999736
"VNM","Viet Nam","ARG","Argentina","Cereals","Maize (corn)","Import value","1000 USD",2019,1459702
"VNM","Viet Nam","ARG","Argentina","Cereals","Maize (corn)","Import value","1000 USD",2020,1571656
"VNM","Viet Nam","ARG","Argentina","Cereals","Maize (corn)","Import value","1000 USD",2021,1755864
"VNM","Viet Nam","ARG","Argentina","Cereals","Maize (corn)","Import value","1000 USD",2022,1990519
"VNM","Viet Nam","ARG","Argentina","Cereals","Maize (corn)","Import value","1000 USD",2023,957923
"VNM","Viet Nam","ARG","Argentina","Cereals","Millet","Import value","1000 USD",2020,85
